"","X","pubbel1","pribel1","pribel2","pribel3","othbel1","othbel2","pubact1","pubact2","priact1","priact2","iden1","iden2","iden3","country","sex","age","educ","wrkstat","ethnic","denom","marital"
"73600",73600,3,1,1,1,1,1,7,3,2,1,1,2,8,840,2,41,4,2,840010,96,1
"73601",73601,2,1,1,1,2,1,3,3,1,2,2,1,8,840,2,56,5,1,840010,2,1
"73602",73602,2,1,1,1,1,1,3,1,1,1,1,1,10,840,2,40,4,8,840011,2,1
"73603",73603,2,1,1,1,2,3,2,1,1,1,1,1,10,840,2,30,8,1,840010,1,1
"73604",73604,3,1,1,1,2,5,2,1,1,2,1,1,10,840,1,42,5,1,840010,1,1
"73605",73605,1,1,1,1,2,1,3,1,1,2,1,1,10,840,1,26,7,1,840010,1,1
"73606",73606,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,66,5,2,840010,1,1
"73607",73607,3,1,1,1,2,1,6,3,2,1,2,3,8,840,1,35,4,2,840010,1,6
"73608",73608,3,2,2,2,2,3,4,3,3,3,2,3,2,840,1,66,9,2,840010,96,1
"73609",73609,4,1,2,2,2,1,7,3,2,1,1,3,10,840,2,45,5,3,840010,7,1
"73610",73610,3,1,1,1,1,5,7,2,1,1,2,3,10,840,1,37,5,1,840010,1,1
"73611",73611,3,1,1,1,2,5,5,1,2,2,1,2,8,840,1,48,5,1,-2,1,1
"73612",73612,2,1,1,2,2,1,7,3,2,3,1,2,5,840,1,37,6,1,-2,4,1
"73613",73613,1,1,1,1,2,3,2,1,2,1,1,1,10,840,2,67,5,2,840010,1,1
"73614",73614,2,1,1,1,2,1,2,1,-1,2,1,1,8,840,2,27,9,5,840010,4,1
"73615",73615,3,-1,1,-1,-1,8,4,2,2,2,-1,3,4,840,1,18,5,6,840010,1,6
"73616",73616,4,2,1,2,2,1,3,2,2,2,1,4,3,840,2,18,5,7,840010,96,6
"73617",73617,4,2,1,2,2,2,4,2,1,1,2,3,1,840,2,18,8,6,840010,4,6
"73618",73618,3,-1,1,2,-1,4,7,3,2,3,-1,4,3,840,2,20,8,6,840010,96,6
"73619",73619,3,1,1,2,2,1,-1,2,1,2,2,2,2,840,1,25,9,6,840010,1,6
"73620",73620,4,1,1,2,2,6,7,3,1,3,2,4,6,840,1,18,5,6,840004,96,6
"73621",73621,1,1,1,1,2,1,1,1,1,1,2,1,10,840,2,59,3,2,840011,2,5
"73622",73622,3,1,1,1,2,3,2,3,2,2,2,3,10,840,2,49,8,1,840011,96,1
"73623",73623,3,1,2,2,2,1,7,2,1,2,-1,4,10,840,1,67,3,4,840011,96,6
"73624",73624,2,-1,1,2,2,1,4,1,2,1,2,3,5,840,1,19,6,-2,840011,96,6
"73625",73625,1,1,1,1,2,2,2,1,1,1,1,1,10,840,1,35,9,1,840011,80,4
"73626",73626,1,1,1,1,2,1,1,1,2,1,2,1,10,840,2,44,3,1,840011,80,1
"73627",73627,2,1,1,1,1,1,3,1,2,2,1,1,10,840,2,18,8,2,840010,2,6
"73628",73628,1,1,1,1,1,1,5,3,2,2,1,2,10,840,1,77,2,4,840010,96,1
"73629",73629,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,65,4,4,840010,2,1
"73630",73630,1,1,1,1,2,3,2,2,2,2,1,2,10,840,2,38,9,1,840007,1,1
"73631",73631,3,-1,2,2,2,1,6,3,2,2,1,3,3,840,2,78,9,4,840010,96,6
"73632",73632,2,1,1,2,2,1,4,1,3,4,2,3,6,840,1,60,8,1,840010,1,1
"73633",73633,3,-1,1,-1,2,2,7,3,2,2,-1,4,1,840,2,54,9,1,840010,96,1
"73634",73634,3,1,1,1,2,1,2,2,2,2,1,1,10,840,2,50,8,5,840010,1,1
"73635",73635,2,1,1,1,2,1,2,1,2,2,1,1,10,840,2,43,8,1,840010,1,1
"73636",73636,2,1,1,-1,2,1,3,3,1,2,2,1,7,840,1,27,9,1,840010,2,1
"73637",73637,2,1,1,1,2,1,7,2,2,2,1,3,8,840,1,33,9,1,840010,80,1
"73638",73638,1,1,1,1,2,2,2,1,1,2,1,1,10,840,1,79,8,4,840010,1,3
"73639",73639,1,1,1,1,2,1,1,1,1,1,2,1,10,840,2,33,5,5,840010,80,1
"73640",73640,2,1,1,2,2,1,7,2,2,3,1,2,9,840,2,70,9,3,840010,80,1
"73641",73641,2,1,1,1,2,2,1,1,1,1,1,1,10,840,1,26,8,1,840010,80,6
"73642",73642,2,1,1,1,2,1,7,3,2,2,1,1,10,840,2,36,9,1,840010,96,6
"73643",73643,1,1,1,1,2,1,1,1,-1,1,1,1,10,840,1,69,2,3,840010,80,1
"73644",73644,2,1,1,1,2,1,6,2,2,2,1,1,7,840,2,78,8,4,840010,80,5
"73645",73645,3,1,1,1,1,1,7,3,2,1,1,1,10,840,1,77,2,2,840010,96,1
"73646",73646,2,1,1,1,2,1,4,2,2,2,1,1,8,840,1,85,2,4,840010,2,5
"73647",73647,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,21,5,1,840010,80,6
"73648",73648,2,1,1,1,2,1,3,1,1,3,1,1,10,840,1,37,6,1,840010,80,1
"73649",73649,2,1,1,1,2,1,6,2,-1,2,2,1,10,840,2,59,4,5,-2,80,1
"73650",73650,1,1,1,1,2,1,5,2,2,3,1,1,9,840,1,75,2,4,840010,1,5
"73651",73651,1,1,1,1,2,1,2,1,2,2,1,1,10,840,1,46,8,1,840010,1,1
"73652",73652,1,1,1,1,2,1,2,1,2,2,1,1,10,840,2,39,5,2,840010,2,1
"73653",73653,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,66,5,5,840010,1,1
"73654",73654,1,1,1,1,2,1,2,1,2,2,1,1,10,840,2,74,5,1,840010,80,2
"73655",73655,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,39,5,1,840010,80,4
"73656",73656,1,1,1,-1,2,2,3,1,3,3,1,2,6,840,1,58,9,1,840010,80,1
"73657",73657,2,1,1,1,2,1,3,1,1,2,1,1,9,840,2,40,5,5,840010,80,1
"73658",73658,1,1,1,1,2,1,2,1,2,3,1,1,10,840,2,26,7,1,840010,2,1
"73659",73659,3,1,1,1,2,1,7,3,2,3,1,3,5,840,2,28,6,1,840010,1,6
"73660",73660,1,1,1,1,2,2,2,1,2,2,1,1,10,840,2,45,9,1,840008,1,1
"73661",73661,1,1,1,1,2,1,1,1,1,2,1,1,10,840,2,34,9,5,840010,80,1
"73662",73662,2,1,1,1,2,1,3,1,2,1,1,1,10,840,2,73,9,-2,840010,2,1
"73663",73663,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,31,5,3,840010,99,1
"73664",73664,3,1,1,1,1,1,2,1,-1,1,1,2,5,840,2,63,5,4,840010,1,5
"73665",73665,2,1,1,2,2,1,3,1,1,3,2,1,5,840,1,77,7,4,840010,2,1
"73666",73666,1,1,1,1,2,1,4,2,2,1,1,2,7,840,1,70,7,4,840010,1,1
"73667",73667,1,1,1,1,2,1,2,1,1,2,1,2,10,840,2,24,8,1,840010,1,6
"73668",73668,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,73,3,3,840010,2,1
"73669",73669,2,1,1,1,2,1,4,1,1,3,1,1,10,840,1,35,5,-2,840010,2,3
"73670",73670,1,1,1,1,2,1,2,1,2,2,1,1,8,840,1,59,5,3,840010,2,1
"73671",73671,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,31,9,2,840010,80,1
"73672",73672,1,1,1,1,2,1,2,1,1,1,1,2,7,840,2,48,6,1,840010,2,1
"73673",73673,1,1,1,1,2,1,2,1,1,2,1,1,8,840,1,57,5,1,840010,2,1
"73674",73674,3,1,1,2,2,5,7,3,2,1,1,3,6,840,1,49,3,4,840010,96,2
"73675",73675,3,1,1,1,2,5,6,2,1,2,1,2,8,840,1,55,3,1,840010,96,3
"73676",73676,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,37,3,5,840010,2,1
"73677",73677,3,1,1,1,2,3,6,2,1,1,1,2,10,840,1,60,3,2,840010,96,-1
"73678",73678,1,1,1,1,2,2,2,1,3,2,1,1,9,840,1,50,7,1,840010,1,1
"73679",73679,3,1,1,2,2,1,6,2,2,1,1,1,10,840,2,40,8,4,840010,1,1
"73680",73680,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,74,8,4,840010,2,5
"73681",73681,2,1,1,1,2,1,4,1,1,3,2,2,10,840,1,22,8,1,840010,1,1
"73682",73682,3,1,1,1,2,1,6,3,2,1,2,3,8,840,2,35,4,1,840010,96,1
"73683",73683,3,1,1,1,2,1,7,2,2,3,1,1,9,840,2,80,7,4,840010,96,5
"73684",73684,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,52,8,5,840010,2,1
"73685",73685,3,1,1,1,2,1,2,1,1,2,1,1,10,840,2,55,5,1,840010,2,1
"73686",73686,2,1,1,1,2,1,4,1,2,2,2,2,8,840,1,46,5,1,840010,2,1
"73687",73687,3,2,2,2,2,1,7,3,1,3,1,3,1,840,1,73,3,4,840010,96,1
"73688",73688,3,1,1,1,2,1,1,1,3,1,1,1,10,840,1,78,2,4,840010,80,5
"73689",73689,3,1,1,1,2,1,4,3,1,2,1,2,10,840,1,55,5,1,840010,96,1
"73690",73690,3,1,1,1,2,7,5,2,2,1,2,3,3,840,1,33,8,1,840010,2,1
"73691",73691,1,1,1,1,2,1,1,1,1,2,1,1,10,840,1,58,8,1,840008,80,1
"73692",73692,2,1,1,1,2,2,5,2,1,2,2,2,10,840,2,70,5,5,840010,80,1
"73693",73693,3,1,1,1,1,1,2,1,2,1,1,2,8,840,2,67,5,2,840010,80,1
"73694",73694,3,1,2,2,2,1,7,3,3,4,2,3,1,840,1,53,8,4,840010,96,1
"73695",73695,2,1,2,2,2,1,4,2,1,3,2,2,5,840,1,37,8,1,840010,1,3
"73696",73696,2,1,1,1,2,2,6,1,3,1,1,1,8,840,1,41,9,1,840004,4,6
"73697",73697,3,1,1,1,2,1,4,2,1,2,1,3,8,840,2,29,8,1,840010,1,1
"73698",73698,4,1,2,2,2,1,7,3,2,1,1,4,6,840,2,37,9,2,840010,4,1
"73699",73699,1,1,1,1,2,1,2,1,2,1,1,1,10,840,2,54,7,5,840010,1,1
"73700",73700,3,1,1,1,1,1,6,3,1,1,1,2,10,840,2,39,2,7,840010,96,3
"73701",73701,1,1,1,1,2,1,2,1,2,2,1,1,10,840,1,54,9,4,840010,2,3
"73702",73702,4,1,1,1,1,2,7,2,3,3,1,2,10,840,2,22,8,1,840010,2,6
"73703",73703,1,1,1,1,2,1,2,1,-1,1,1,1,10,840,2,50,4,4,840010,1,1
"73704",73704,2,1,1,1,2,1,4,3,1,1,1,3,10,840,1,56,8,4,840011,96,1
"73705",73705,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,48,9,4,840010,1,1
"73706",73706,2,1,1,1,2,1,7,2,2,1,1,2,8,840,2,70,5,1,840010,2,1
"73707",73707,3,-1,-1,-1,2,7,4,2,3,1,2,3,4,840,1,30,9,1,840010,1,6
"73708",73708,2,1,2,2,2,1,3,2,3,1,1,1,8,840,1,52,9,1,840010,2,1
"73709",73709,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,63,4,4,840004,1,5
"73710",73710,1,1,1,1,2,1,2,2,1,1,1,1,10,840,2,-1,4,7,840004,2,1
"73711",73711,2,-1,-1,-1,1,-1,-1,1,1,2,-1,1,-1,840,1,73,2,4,840004,99,1
"73712",73712,2,1,1,1,1,1,2,2,1,2,1,1,10,840,1,24,3,2,840004,1,6
"73713",73713,3,1,1,2,1,1,7,3,1,2,2,3,8,840,1,32,5,1,840010,96,2
"73714",73714,2,1,1,1,1,2,2,1,1,2,1,1,10,840,2,35,8,1,840004,1,1
"73715",73715,3,1,2,2,2,7,7,3,2,2,2,3,1,840,1,32,4,1,840010,96,2
"73716",73716,2,1,1,1,2,6,4,2,1,2,1,2,9,840,2,24,9,1,840010,2,2
"73717",73717,1,1,1,1,2,1,5,3,2,2,1,2,10,840,1,48,5,1,840011,2,3
"73718",73718,1,1,1,1,1,1,3,2,2,1,1,1,10,840,2,51,8,1,840010,96,3
"73719",73719,3,1,1,1,1,1,7,3,1,1,2,3,10,840,1,31,5,1,840010,96,2
"73720",73720,1,1,1,1,2,3,2,1,1,2,1,1,8,840,2,23,8,1,840010,80,1
"73721",73721,2,1,1,1,2,1,2,1,2,2,1,1,6,840,1,45,5,1,840010,80,1
"73722",73722,1,1,1,1,2,6,2,1,1,2,1,1,8,840,2,46,8,1,840010,2,4
"73723",73723,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,37,9,-2,840010,80,1
"73724",73724,1,1,1,1,-1,5,2,1,2,2,1,2,9,840,1,54,5,3,840011,2,3
"73725",73725,2,1,1,1,2,1,2,1,1,1,1,2,9,840,2,41,9,1,840010,2,1
"73726",73726,3,1,1,1,2,1,6,2,1,3,1,2,7,840,1,66,3,1,840010,96,1
"73727",73727,1,1,1,1,2,1,2,1,1,1,1,2,8,840,1,37,5,1,840010,2,1
"73728",73728,2,1,1,1,2,3,4,1,2,1,1,2,9,840,1,61,5,1,840010,1,1
"73729",73729,1,1,1,1,2,1,6,3,1,1,2,1,10,840,2,23,5,1,840011,96,1
"73730",73730,3,1,1,1,1,1,7,3,2,1,1,2,8,840,1,40,9,1,840010,96,1
"73731",73731,1,1,1,1,2,2,2,1,2,1,1,1,10,840,2,34,9,1,840010,1,1
"73732",73732,2,1,1,1,1,1,3,1,2,2,2,2,7,840,2,33,9,2,840010,1,1
"73733",73733,1,1,2,2,2,3,3,1,2,3,1,2,8,840,1,28,9,1,840010,2,1
"73734",73734,2,1,1,1,2,1,2,1,3,1,1,2,9,840,1,32,9,1,840010,1,6
"73735",73735,-1,1,1,1,2,1,2,1,2,1,1,1,5,840,2,61,6,3,840010,4,1
"73736",73736,2,1,1,1,2,1,3,2,1,3,1,1,8,840,2,28,5,5,840010,2,1
"73737",73737,4,2,1,2,2,1,7,3,1,2,2,4,1,840,1,23,6,1,840010,96,6
"73738",73738,2,1,1,1,2,1,2,1,3,1,1,1,10,840,2,30,8,1,840011,2,6
"73739",73739,3,1,1,1,1,1,7,3,1,2,1,3,5,840,1,33,5,3,840010,96,3
"73740",73740,2,1,1,1,2,5,3,2,1,2,1,2,9,840,1,35,5,1,840011,2,6
"73741",73741,2,1,1,1,2,3,7,2,1,3,1,2,7,840,2,24,4,7,840011,2,2
"73742",73742,2,1,1,1,2,3,5,1,2,4,2,2,7,840,2,29,8,5,840010,2,1
"73743",73743,1,1,1,1,2,1,2,1,2,3,1,1,9,840,1,41,9,1,840010,2,1
"73744",73744,2,1,1,1,2,1,4,2,1,4,1,1,8,840,1,76,2,4,840010,99,1
"73745",73745,3,1,-1,1,2,4,7,3,1,4,2,2,5,840,1,20,8,1,840010,96,6
"73746",73746,1,1,1,1,2,1,2,1,2,4,1,1,9,840,2,24,9,1,840011,2,6
"73747",73747,2,1,1,1,2,1,3,1,1,4,1,1,8,840,2,88,3,5,840010,2,5
"73748",73748,2,1,1,1,2,1,2,1,1,3,1,1,10,840,2,66,7,4,840010,1,5
"73749",73749,3,1,1,2,2,1,4,3,1,1,-1,3,3,840,1,26,9,1,840010,96,1
"73750",73750,2,1,1,1,2,1,1,1,1,1,1,1,10,840,1,29,9,2,840010,2,1
"73751",73751,4,1,1,2,1,1,5,2,2,1,1,3,2,840,2,31,9,1,840010,2,1
"73752",73752,3,2,1,1,2,3,6,3,3,2,2,3,1,840,1,34,9,1,840010,96,6
"73753",73753,1,1,1,1,2,1,2,1,2,3,1,1,10,840,2,70,5,-2,840010,80,5
"73754",73754,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,49,5,2,-2,99,1
"73755",73755,2,1,1,1,2,1,1,1,1,2,1,2,8,840,1,60,5,4,840010,2,1
"73756",73756,2,1,1,1,2,2,3,2,2,2,1,1,10,840,2,54,8,2,840010,1,1
"73757",73757,2,1,1,1,2,3,-1,2,2,3,1,2,8,840,1,20,8,2,840010,2,6
"73758",73758,1,1,1,1,2,1,3,1,2,2,1,1,10,840,1,51,5,1,840010,2,6
"73759",73759,4,1,1,1,2,1,7,3,1,1,2,3,7,840,1,42,7,1,840010,96,6
"73760",73760,2,1,1,1,2,2,2,2,1,2,1,2,6,840,1,31,9,1,840010,96,1
"73761",73761,2,1,1,1,2,1,2,1,2,1,1,1,10,840,2,62,7,7,840010,1,1
"73762",73762,3,1,1,1,2,7,1,1,2,1,1,1,10,840,2,52,4,3,840010,1,1
"73763",73763,2,1,1,1,1,1,2,1,2,1,1,1,10,840,1,68,8,3,840010,1,1
"73764",73764,2,1,1,1,2,1,2,1,2,2,1,1,7,840,1,32,9,1,840010,1,1
"73765",73765,2,1,1,1,2,1,4,3,1,2,1,1,8,840,1,29,9,1,840010,2,1
"73766",73766,2,1,1,1,2,1,2,1,1,1,1,1,8,840,2,31,9,1,840010,2,1
"73767",73767,1,1,1,1,2,1,3,1,1,1,1,1,10,840,2,32,5,1,840010,2,3
"73768",73768,2,1,1,1,2,1,4,3,1,1,1,2,6,840,1,45,9,1,840010,96,1
"73769",73769,2,1,1,1,2,1,6,3,2,2,1,1,10,840,2,57,9,1,840010,96,1
"73770",73770,1,1,1,1,-1,1,2,1,1,2,1,1,10,840,2,51,3,8,840010,2,3
"73771",73771,1,1,1,1,2,1,2,1,2,1,1,1,10,840,2,86,2,4,840010,2,1
"73772",73772,2,1,1,1,2,3,4,2,2,2,1,1,9,840,2,37,3,1,840010,2,1
"73773",73773,1,1,1,1,2,1,2,1,2,1,1,1,10,840,1,26,5,1,840010,2,1
"73774",73774,3,1,1,1,2,7,4,2,2,2,1,2,5,840,1,22,3,1,840010,96,6
"73775",73775,1,1,1,1,1,1,6,2,2,1,1,1,10,840,2,35,3,7,840010,2,3
"73776",73776,1,1,1,1,2,1,4,3,1,1,1,2,10,840,1,53,3,7,840010,96,3
"73777",73777,2,1,1,1,2,1,3,1,1,1,1,1,10,840,2,33,8,5,840010,80,1
"73778",73778,3,1,1,1,2,1,4,2,2,1,1,1,10,840,2,53,9,1,840010,2,1
"73779",73779,-1,1,1,1,2,1,7,3,1,2,2,4,4,840,1,43,6,1,840010,96,3
"73780",73780,3,1,1,1,2,1,4,2,-1,3,1,3,8,840,1,30,9,1,840010,2,1
"73781",73781,2,1,1,1,1,2,3,3,2,2,1,2,8,840,1,27,8,1,840011,5,4
"73782",73782,4,1,1,1,2,1,4,2,2,1,1,1,10,840,1,21,5,1,840010,96,3
"73783",73783,2,1,1,1,1,1,5,2,1,1,2,2,8,840,2,28,3,1,840010,80,1
"73784",73784,2,1,1,1,1,4,7,2,3,1,-1,2,10,840,1,25,9,1,840011,99,6
"73785",73785,1,1,1,1,2,1,2,1,1,2,1,1,9,840,1,65,9,1,840004,1,1
"73786",73786,1,1,1,1,2,1,2,1,2,1,1,2,10,840,1,45,9,1,840010,1,1
"73787",73787,1,1,1,1,2,2,3,1,-1,2,1,1,10,840,2,65,3,4,840010,2,6
"73788",73788,3,1,2,2,2,2,6,3,2,2,1,2,10,840,1,34,4,1,840010,1,1
"73789",73789,2,1,1,1,2,2,3,2,3,3,1,2,8,840,2,65,8,4,840010,2,3
"73790",73790,2,1,1,1,2,1,3,1,1,3,1,1,9,840,2,33,5,1,840010,2,6
"73791",73791,4,1,1,2,2,10,7,3,2,2,1,4,5,840,1,23,7,1,840010,1,6
"73792",73792,3,1,1,2,2,1,7,2,3,1,1,3,4,840,1,48,9,1,840010,1,3
"73793",73793,3,1,1,1,2,1,1,1,1,1,1,1,10,840,1,57,8,4,840010,80,1
"73794",73794,2,1,1,1,1,1,4,3,1,3,1,1,5,840,2,35,4,7,840010,2,1
"73795",73795,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,66,9,1,840010,1,1
"73796",73796,2,1,1,1,2,1,5,2,3,1,1,2,10,840,2,30,7,7,840010,80,1
"73797",73797,3,1,1,1,2,1,6,3,2,2,1,1,10,840,1,42,8,1,840010,96,1
"73798",73798,2,1,1,1,2,1,1,1,2,2,1,1,10,840,2,66,9,4,840010,1,1
"73799",73799,2,1,1,1,2,2,7,3,2,1,2,3,3,840,2,27,5,2,840010,96,1
"73800",73800,3,1,1,1,1,1,3,2,2,3,1,3,5,840,1,39,3,2,840010,1,1
"73801",73801,3,1,1,-1,2,1,3,1,2,2,1,2,7,840,2,37,9,1,840010,96,3
"73802",73802,3,1,1,1,2,1,1,1,2,1,1,1,6,840,1,82,9,4,840010,80,1
"73803",73803,2,1,1,1,2,2,5,2,2,4,1,2,8,840,1,40,9,1,840010,1,1
"73804",73804,1,1,1,1,2,1,2,2,1,2,1,1,10,840,2,35,9,8,840004,1,6
"73805",73805,2,1,1,1,-1,1,2,1,1,1,1,1,10,840,1,45,9,1,840010,2,1
"73806",73806,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,55,7,4,840004,1,1
"73807",73807,2,1,1,1,1,1,2,2,1,2,1,1,10,840,2,-1,8,4,840010,2,6
"73808",73808,2,1,-1,-1,2,1,3,1,1,2,1,1,10,840,2,41,8,5,840010,80,1
"73809",73809,2,1,1,1,2,1,3,1,2,1,1,1,10,840,2,64,7,4,840010,1,3
"73810",73810,3,2,-1,-1,2,1,2,1,2,2,2,1,3,840,2,50,8,1,840010,80,5
"73811",73811,2,1,1,1,2,1,3,2,2,2,1,2,7,840,1,30,9,1,840010,2,1
"73812",73812,1,1,1,1,1,1,7,2,2,3,2,1,8,840,2,74,4,-2,840010,80,5
"73813",73813,1,1,1,1,2,1,1,2,2,1,1,1,10,840,2,70,5,-2,840010,80,1
"73814",73814,-1,1,-1,1,1,1,4,2,2,2,2,3,7,840,1,24,5,-2,840010,3,6
"73815",73815,1,1,1,1,2,1,1,1,2,2,1,1,10,840,1,64,5,7,840010,1,1
"73816",73816,2,1,1,1,2,1,4,2,2,2,1,3,6,840,1,62,9,4,840010,2,3
"73817",73817,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,70,9,3,840010,2,1
"73818",73818,1,1,1,1,2,1,6,2,2,1,1,1,10,840,2,70,7,4,840010,2,5
"73819",73819,1,1,1,1,1,1,1,2,2,1,1,1,10,840,2,47,7,7,840010,2,1
"73820",73820,1,1,1,1,2,1,4,2,3,1,1,2,8,840,2,33,5,2,840010,96,1
"73821",73821,1,1,1,1,2,1,4,2,2,1,1,1,10,840,1,35,7,1,840010,2,1
"73822",73822,1,1,1,1,2,1,3,2,1,2,1,2,10,840,1,37,9,2,840010,80,6
"73823",73823,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,79,8,7,840010,2,1
"73824",73824,2,1,1,1,2,1,2,2,1,2,1,1,10,840,2,67,5,7,840010,2,1
"73825",73825,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,25,7,7,840011,2,6
"73826",73826,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,65,6,7,840011,2,1
"73827",73827,2,1,1,1,2,1,2,1,2,1,1,1,10,840,2,44,5,7,840010,1,1
"73828",73828,1,1,1,1,1,1,6,2,2,2,-1,1,4,840,1,24,4,1,840010,96,1
"73829",73829,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,73,4,7,840010,2,1
"73830",73830,1,1,1,1,2,1,1,1,1,2,1,1,10,840,2,54,5,1,840010,2,1
"73831",73831,3,1,1,1,2,1,6,2,1,2,2,2,10,840,1,22,5,1,840010,80,2
"73832",73832,3,1,1,1,2,1,1,1,1,3,-1,1,10,840,1,39,4,1,840010,2,4
"73833",73833,3,1,1,1,1,1,6,2,1,1,1,1,10,840,2,31,5,1,840010,2,3
"73834",73834,2,1,1,1,2,4,2,1,3,1,1,1,9,840,1,35,9,1,-2,2,1
"73835",73835,2,1,1,1,2,1,6,2,2,2,1,1,10,840,2,77,2,5,840010,80,5
"73836",73836,2,1,1,1,2,1,4,3,2,2,2,2,8,840,2,21,4,5,840010,96,1
"73837",73837,2,1,1,1,2,1,5,3,1,1,2,2,10,840,1,31,-1,1,840010,96,1
"73838",73838,2,1,1,1,2,4,4,3,2,3,1,3,5,840,1,43,5,1,840010,96,1
"73839",73839,3,1,1,1,2,1,6,2,2,2,1,1,10,840,2,62,3,5,840010,80,1
"73840",73840,2,1,1,1,2,1,6,3,2,1,1,3,8,840,1,75,3,4,840010,96,5
"73841",73841,2,1,1,1,2,1,6,2,2,1,1,2,9,840,1,24,9,6,840010,80,1
"73842",73842,1,1,1,1,2,1,4,1,1,1,1,1,10,840,1,47,7,1,840010,80,1
"73843",73843,2,1,1,1,2,1,4,3,3,3,1,1,10,840,2,79,7,4,840010,96,5
"73844",73844,1,1,1,1,2,3,2,1,1,2,1,1,10,840,2,76,7,4,840010,1,5
"73845",73845,2,1,1,1,2,2,5,1,1,1,1,2,10,840,1,29,8,2,840010,96,6
"73846",73846,1,1,1,1,2,1,2,1,2,4,1,1,10,840,2,68,2,4,840010,80,5
"73847",73847,4,1,1,1,2,1,7,3,2,2,2,4,6,840,1,40,7,1,840010,96,1
"73848",73848,2,1,1,1,2,1,2,1,3,3,1,1,10,840,2,60,8,2,840010,2,1
"73849",73849,2,1,1,1,2,2,7,3,2,2,2,4,5,840,2,54,9,4,840010,96,6
"73850",73850,2,1,1,1,2,1,4,2,2,2,1,2,7,840,1,42,5,1,840010,80,1
"73851",73851,3,1,1,1,2,1,6,3,2,2,-1,3,8,840,2,32,7,1,840004,96,1
"73852",73852,3,1,1,1,2,1,7,3,2,1,1,3,6,840,1,49,7,1,840010,96,1
"73853",73853,2,1,1,1,2,1,2,2,2,1,1,1,10,840,1,52,3,1,840010,1,1
"73854",73854,4,-1,1,-1,2,1,5,3,2,1,2,3,1,840,1,42,6,1,840010,96,1
"73855",73855,1,1,1,1,2,3,7,3,1,2,1,2,5,840,1,45,7,1,840010,1,1
"73856",73856,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,30,6,3,840010,2,1
"73857",73857,3,1,1,1,2,10,3,1,2,1,1,-1,10,840,2,41,7,2,840010,99,1
"73858",73858,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,74,5,4,840010,80,5
"73859",73859,1,1,1,1,2,1,6,2,3,1,1,2,8,840,1,49,9,1,840011,2,1
"73860",73860,3,2,2,2,1,3,7,3,-1,-1,3,4,2,840,1,19,3,1,840010,96,6
"73861",73861,1,1,1,1,2,1,1,1,1,2,1,2,10,840,1,79,4,4,840010,2,1
"73862",73862,2,1,1,2,2,4,7,3,2,2,2,3,3,840,2,34,5,1,840010,96,3
"73863",73863,3,1,1,-1,-1,4,7,3,-1,4,-1,4,2,840,1,20,4,1,840010,96,2
"73864",73864,3,1,1,1,-1,3,6,2,2,-1,2,2,5,840,2,45,5,1,840010,96,3
"73865",73865,-1,1,1,1,2,2,2,2,1,2,1,2,7,840,2,57,9,1,840010,2,1
"73866",73866,3,2,2,2,2,1,7,3,2,4,3,4,2,840,1,21,6,2,840010,96,1
"73867",73867,1,1,1,1,2,1,2,1,2,2,1,1,10,840,2,82,7,4,840010,80,5
"73868",73868,3,1,1,1,2,1,2,1,2,1,1,1,8,840,1,72,6,4,840010,1,1
"73869",73869,1,1,-1,1,-1,1,2,1,2,2,1,1,10,840,2,70,4,1,840010,1,1
"73870",73870,2,1,1,1,2,2,3,1,2,2,1,1,9,840,1,25,9,1,840010,1,1
"73871",73871,2,1,1,2,2,1,3,1,2,1,1,1,3,840,2,74,4,4,-2,4,1
"73872",73872,3,2,2,2,2,3,7,2,2,1,3,4,1,840,2,31,9,1,-2,96,2
"73873",73873,4,2,1,2,2,6,7,3,2,2,2,3,1,840,1,40,8,1,-2,96,1
"73874",73874,2,1,1,1,2,2,4,2,1,1,1,4,8,840,1,51,9,1,-2,2,1
"73875",73875,3,2,2,2,2,1,4,2,3,2,2,3,2,840,1,30,9,1,-2,4,1
