"","X","pubbel1","pribel1","pribel2","pribel3","othbel1","othbel2","pubact1","pubact2","priact1","priact2","iden1","iden2","iden3","country","sex","age","educ","wrkstat","ethnic","denom","marital"
"74152",74152,1,1,1,1,2,1,2,1,2,3,1,1,10,840,2,38,8,5,840010,2,1
"74153",74153,3,1,1,1,2,1,7,3,-1,2,2,3,-1,840,1,18,4,2,840004,96,6
"74154",74154,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,30,5,1,840011,80,1
"74155",74155,1,1,1,1,2,1,1,1,2,1,1,1,10,840,2,37,8,5,840010,80,1
"74156",74156,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,66,3,4,840010,2,1
"74157",74157,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,74,5,4,840010,2,1
"74158",74158,2,1,1,1,2,1,1,1,1,2,1,1,10,840,2,23,3,1,840010,2,1
"74159",74159,1,1,1,1,2,1,3,1,1,1,1,1,10,840,1,44,9,1,840010,80,1
"74160",74160,2,1,1,1,2,1,3,1,1,2,1,2,8,840,2,35,6,1,840010,2,1
"74161",74161,2,1,1,1,2,3,3,3,2,2,1,1,5,840,2,33,9,1,840010,1,1
"74162",74162,1,1,1,1,2,1,3,1,1,1,1,2,8,840,2,45,8,1,840010,2,3
"74163",74163,3,1,-1,-1,2,1,5,3,1,2,2,2,4,840,1,36,9,1,840010,2,6
"74164",74164,2,1,1,1,2,1,4,1,1,1,1,1,10,840,1,32,5,1,840004,80,1
"74165",74165,1,1,1,1,2,1,6,1,1,2,1,1,10,840,2,57,6,-2,840010,2,1
"74166",74166,1,1,1,1,2,1,1,1,1,2,1,1,10,840,1,59,5,1,840010,2,1
"74167",74167,1,1,1,1,2,1,4,3,1,1,1,1,8,840,2,33,3,5,840010,96,1
"74168",74168,1,1,1,1,1,3,1,1,2,1,1,1,10,840,2,22,9,6,840004,1,6
"74169",74169,1,1,1,1,-1,1,1,1,3,1,1,1,10,840,1,78,3,4,840010,1,1
"74170",74170,1,1,1,1,1,1,1,1,1,1,1,1,10,840,2,70,7,4,840010,2,6
"74171",74171,2,1,1,1,2,2,5,2,1,1,1,2,10,840,1,28,8,1,840010,96,6
"74172",74172,3,1,1,1,2,1,1,1,1,1,1,1,10,840,2,35,9,1,840011,80,3
"74173",74173,3,1,1,1,2,10,7,3,2,2,1,2,9,840,1,26,8,3,840010,96,2
"74174",74174,2,1,1,1,1,1,7,3,2,1,2,4,8,840,2,27,8,1,840010,96,4
"74175",74175,1,1,1,1,2,1,7,1,1,1,1,1,10,840,2,31,3,1,840004,96,1
"74176",74176,3,2,2,2,2,9,7,3,1,4,3,4,1,840,1,48,8,6,840010,96,6
"74177",74177,3,1,1,1,2,1,3,2,3,2,1,2,7,840,1,43,8,1,840010,80,1
"74178",74178,3,1,1,1,2,1,7,3,2,2,2,3,5,840,1,-1,-1,1,840010,96,1
"74179",74179,1,1,1,1,2,1,3,2,1,2,1,1,10,840,1,44,7,1,840010,2,1
"74180",74180,2,1,1,1,2,1,4,3,1,4,1,2,6,840,1,82,8,4,840010,2,5
"74181",74181,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,25,9,1,840010,80,6
"74182",74182,2,1,1,1,2,2,4,2,2,3,1,2,8,840,2,31,-1,1,840010,2,1
"74183",74183,2,1,1,1,2,1,7,3,3,1,1,2,8,840,2,49,7,1,840011,80,1
"74184",74184,1,1,1,1,1,1,6,2,2,3,1,1,9,840,2,32,4,5,840010,80,4
"74185",74185,3,-1,-1,-1,2,-1,-1,1,-1,3,-1,2,-1,840,1,-1,9,-2,840010,99,6
"74186",74186,1,1,1,1,2,1,1,1,1,2,1,1,10,840,2,67,5,1,840010,80,1
"74187",74187,1,1,1,1,2,1,6,3,3,1,2,2,6,840,2,20,5,5,840010,2,1
"74188",74188,1,1,1,1,2,1,1,1,2,2,1,1,10,840,1,67,5,4,840010,1,1
"74189",74189,2,1,1,1,2,1,6,3,2,2,1,3,8,840,1,70,4,4,840010,96,1
"74190",74190,2,-1,1,-1,2,1,6,3,2,2,2,3,5,840,2,30,5,2,840010,96,1
"74191",74191,3,1,1,1,1,1,7,3,2,2,1,2,5,840,2,46,4,8,840010,96,1
"74192",74192,3,1,1,1,2,1,6,3,2,1,1,1,10,840,1,46,5,8,840004,96,3
"74193",74193,2,1,1,1,2,1,7,2,1,2,1,1,10,840,1,67,3,4,840010,80,6
"74194",74194,3,1,1,1,2,1,5,2,2,2,2,3,8,840,1,28,9,1,840010,1,1
"74195",74195,3,1,-1,1,2,1,7,2,2,2,2,2,10,840,2,40,5,5,840010,1,1
"74196",74196,2,1,1,1,2,3,2,1,1,3,1,2,9,840,2,39,9,3,840010,1,1
"74197",74197,2,1,1,1,2,1,7,3,-1,3,1,3,6,840,2,33,6,2,840010,1,1
"74198",74198,3,1,1,2,2,1,7,3,-1,1,2,2,5,840,1,44,3,1,840010,96,1
"74199",74199,2,1,1,1,2,1,2,1,2,2,1,1,10,840,2,33,9,7,840010,1,1
"74200",74200,2,1,1,1,2,3,3,2,1,1,1,1,9,840,2,31,9,2,840010,1,1
"74201",74201,3,1,1,1,2,1,7,3,2,1,1,2,8,840,2,27,5,5,-2,96,6
"74202",74202,3,1,1,1,2,4,4,3,1,1,1,1,10,840,2,36,8,1,840010,96,1
"74203",74203,2,1,1,1,2,2,3,1,2,3,1,2,9,840,1,39,8,1,840010,2,1
"74204",74204,2,1,1,1,2,2,4,2,1,1,2,2,8,840,1,41,5,1,840010,1,6
"74205",74205,2,1,2,2,2,1,5,2,1,2,1,2,6,840,1,41,5,1,840010,2,1
"74206",74206,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,70,8,4,840010,1,1
"74207",74207,1,1,1,1,2,7,6,3,1,2,1,1,10,840,1,34,9,1,840010,80,1
"74208",74208,2,1,1,1,2,2,2,1,2,2,1,1,10,840,1,29,9,1,840010,1,1
"74209",74209,1,1,1,-1,2,4,2,1,1,1,1,1,8,840,2,75,4,5,840010,1,1
"74210",74210,1,1,1,1,1,1,6,1,1,2,1,1,10,840,1,74,2,7,840011,2,6
"74211",74211,2,1,1,1,2,-1,6,1,-1,2,1,2,10,840,2,74,2,7,840010,99,3
"74212",74212,1,1,1,2,2,-1,2,1,-1,-1,1,1,10,840,2,53,3,-2,840011,2,3
"74213",74213,1,1,1,1,-1,1,6,1,1,1,1,1,10,840,1,68,1,7,840011,2,5
"74214",74214,1,1,1,1,2,1,2,1,2,2,1,1,10,840,2,33,3,1,840011,2,6
"74215",74215,1,1,1,1,1,-1,2,1,2,-1,1,1,8,840,1,18,4,1,840011,2,6
"74216",74216,2,1,1,1,2,1,2,1,2,2,1,1,10,840,2,38,3,1,840010,80,1
"74217",74217,2,1,1,1,1,1,7,2,2,1,1,2,8,840,1,20,2,7,840004,96,6
"74218",74218,3,1,1,1,2,1,7,3,2,2,1,2,10,840,1,62,3,4,840010,96,1
"74219",74219,1,1,1,1,2,1,3,2,2,1,1,2,6,840,2,35,3,5,840010,80,1
"74220",74220,2,1,1,1,2,1,7,2,2,1,1,3,5,840,1,76,3,4,840010,80,5
"74221",74221,1,1,1,1,2,1,1,1,2,1,1,1,10,840,2,78,2,4,840010,80,5
"74222",74222,2,1,1,1,2,3,2,2,1,2,1,2,8,840,2,34,8,1,840010,1,1
"74223",74223,3,1,1,-1,2,2,5,2,2,2,1,2,6,840,1,73,9,1,840010,96,1
"74224",74224,2,1,1,1,2,2,2,1,1,2,1,2,8,840,2,70,9,4,840010,2,1
"74225",74225,2,1,1,2,2,2,2,1,1,3,1,2,6,840,1,49,9,1,840010,2,1
"74226",74226,3,1,1,-1,-1,3,7,2,-1,2,1,-1,5,840,2,82,9,4,840010,4,5
"74227",74227,-1,1,-1,-1,-1,3,3,3,1,2,2,2,-1,840,1,19,8,2,840010,2,6
"74228",74228,1,1,1,1,2,1,4,3,2,1,1,1,10,840,2,42,3,3,840010,96,1
"74229",74229,3,1,1,1,2,1,3,1,2,1,1,2,10,840,2,74,2,4,840010,2,1
"74230",74230,3,1,1,1,2,1,3,1,1,2,1,1,10,840,2,56,5,4,840010,1,1
"74231",74231,2,1,1,1,2,1,3,1,1,2,1,1,10,840,1,55,3,1,840010,2,1
"74232",74232,1,1,1,1,2,1,2,1,1,1,1,1,9,840,1,57,9,2,840010,1,1
"74233",74233,3,-1,-1,2,2,1,7,3,2,1,2,3,3,840,1,46,9,1,840010,96,6
"74234",74234,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,31,9,2,840010,2,1
"74235",74235,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,62,5,7,840010,80,1
"74236",74236,1,1,1,1,2,2,2,1,1,2,1,1,10,840,1,42,9,1,840010,2,3
"74237",74237,1,1,1,2,2,1,1,1,3,2,1,1,10,840,1,25,9,1,840004,80,1
"74238",74238,3,1,1,1,2,1,7,3,1,2,1,1,10,840,2,61,4,7,840010,99,3
"74239",74239,2,2,1,2,2,2,4,2,2,2,1,2,5,840,1,68,4,4,840011,2,4
"74240",74240,3,2,2,2,2,2,6,3,2,1,2,3,1,840,2,35,5,7,840011,96,6
"74241",74241,2,1,1,2,2,1,3,2,2,2,1,2,6,840,2,-1,5,1,840011,2,1
"74242",74242,2,1,1,1,2,1,5,3,2,2,1,1,5,840,1,34,4,2,840011,2,6
"74243",74243,2,1,2,2,2,1,3,2,2,1,1,1,7,840,1,34,5,1,840011,2,1
"74244",74244,1,1,1,1,2,1,2,1,2,1,1,2,10,840,2,80,5,4,840011,2,6
"74245",74245,2,1,-1,-1,2,1,4,2,1,2,2,2,5,840,1,34,5,1,840011,2,1
"74246",74246,1,1,1,1,2,2,3,1,1,2,1,2,8,840,2,60,6,5,840011,2,1
"74247",74247,3,2,2,2,1,2,7,3,2,2,2,3,1,840,1,28,4,7,840011,96,6
"74248",74248,-1,1,1,-1,2,1,3,1,1,-1,1,2,7,840,2,53,7,2,840011,2,5
"74249",74249,4,2,2,2,2,1,6,3,2,1,2,4,1,840,1,34,9,1,840010,96,1
"74250",74250,4,2,2,2,2,2,4,2,2,2,2,3,1,840,2,22,8,2,840010,1,6
"74251",74251,2,1,1,2,2,1,4,2,1,2,1,2,6,840,1,23,7,1,840010,1,6
"74252",74252,1,1,1,2,2,2,2,1,1,2,1,2,8,840,1,37,4,1,-2,1,1
"74253",74253,2,1,1,-1,2,1,3,1,-1,2,1,2,7,840,1,18,7,6,840011,2,6
"74254",74254,1,1,1,2,2,1,2,1,1,1,1,2,8,840,2,64,7,5,840011,2,1
"74255",74255,1,1,1,1,2,1,3,1,2,1,1,1,10,840,2,85,7,5,840011,2,5
"74256",74256,1,1,1,2,2,1,2,1,1,2,1,2,8,840,1,36,8,1,840011,2,1
"74257",74257,2,1,1,2,2,1,3,1,2,2,-1,2,7,840,2,27,9,1,840011,2,6
"74258",74258,2,2,2,2,2,1,4,2,2,1,2,3,3,840,1,66,5,4,840011,2,1
"74259",74259,2,1,1,1,2,1,2,1,2,1,1,1,10,840,1,70,9,4,840010,1,1
"74260",74260,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,87,5,3,840010,2,5
"74261",74261,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,34,3,1,840010,2,1
"74262",74262,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,21,5,1,840010,2,6
"74263",74263,3,1,-1,2,1,1,4,2,2,2,2,3,3,840,1,26,6,1,-2,1,1
"74264",74264,3,2,2,2,1,1,4,2,2,2,2,3,2,840,2,24,9,1,840010,1,6
"74265",74265,1,1,1,-1,2,1,2,1,2,1,1,1,9,840,2,65,5,4,840010,1,5
"74266",74266,2,1,2,2,2,1,3,1,-1,1,3,1,6,840,2,27,8,7,840010,1,6
"74267",74267,3,2,2,2,2,2,4,2,1,2,2,3,3,840,1,28,5,2,840010,1,6
"74268",74268,1,1,1,2,2,1,3,1,-1,2,1,1,9,840,2,49,9,1,840010,1,1
"74269",74269,3,2,2,2,2,1,4,2,2,1,2,3,1,840,1,64,5,4,840010,4,1
"74270",74270,3,2,2,2,2,1,7,3,2,2,3,4,1,840,2,70,9,3,-2,4,1
"74271",74271,4,2,2,2,2,1,7,3,2,2,3,4,1,840,1,73,9,4,840010,99,1
"74272",74272,4,1,1,1,2,1,7,3,1,3,2,4,3,840,2,-1,9,-2,-2,96,1
"74273",74273,3,-1,-1,-1,2,2,7,3,1,2,2,3,3,840,1,-1,8,-2,-2,96,6
"74274",74274,1,1,1,2,2,3,2,1,2,1,1,1,7,840,2,70,5,-2,840010,1,6
"74275",74275,3,1,1,2,2,1,4,2,2,1,2,2,3,840,2,72,5,4,840010,3,3
"74276",74276,1,1,1,1,2,1,3,3,1,1,1,1,10,840,1,49,5,1,840010,80,1
"74277",74277,2,1,1,1,-1,1,6,2,2,2,2,2,5,840,1,29,5,1,840010,80,2
"74278",74278,2,1,1,1,2,3,2,1,1,1,1,1,9,840,1,68,9,2,840010,2,1
"74279",74279,1,1,1,1,2,1,7,3,3,2,1,1,7,840,2,61,5,1,840010,99,1
"74280",74280,2,1,1,1,2,1,5,2,1,-1,1,2,10,840,1,59,4,5,840010,2,1
"74281",74281,1,1,1,1,2,1,3,2,2,1,1,2,10,840,2,61,5,4,840010,1,1
"74282",74282,3,1,1,1,2,1,3,2,3,3,1,2,9,840,2,63,9,4,840010,4,1
"74283",74283,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,54,5,2,840010,80,1
"74284",74284,1,1,1,1,2,2,5,3,1,3,1,2,5,840,2,32,5,7,840011,80,6
"74285",74285,2,1,1,1,2,1,2,3,1,2,1,2,9,840,1,38,9,1,840007,1,1
"74286",74286,1,1,1,1,2,1,6,2,-1,1,1,1,10,840,2,82,2,4,840011,2,5
"74287",74287,2,1,1,1,2,1,2,1,2,2,1,1,9,840,1,50,9,1,840010,1,1
"74288",74288,1,1,1,1,2,1,3,2,1,1,1,1,9,840,1,20,8,1,840010,2,6
"74289",74289,3,1,1,1,2,1,5,2,1,3,1,1,9,840,2,85,3,4,840010,1,5
"74290",74290,3,1,1,1,2,2,5,1,1,2,1,1,3,840,1,88,3,4,840010,1,5
"74291",74291,2,1,1,2,2,1,3,1,2,2,1,1,8,840,2,79,8,4,840010,2,1
"74292",74292,4,2,2,2,1,2,7,3,2,2,2,4,1,840,1,25,8,1,840008,96,1
"74293",74293,2,1,1,1,2,1,2,1,1,2,1,1,9,840,2,75,6,4,840010,1,5
"74294",74294,1,1,1,1,2,4,2,1,2,1,1,1,10,840,1,67,5,3,840010,80,1
"74295",74295,1,1,1,1,2,6,2,1,1,2,1,1,10,840,2,62,9,3,840010,80,1
"74296",74296,4,2,2,2,2,1,7,3,2,1,3,4,1,840,1,62,5,4,840010,96,1
"74297",74297,2,1,1,1,2,1,1,1,2,2,1,1,10,840,2,64,5,4,840010,80,3
"74298",74298,2,1,1,1,2,9,1,1,2,1,1,1,10,840,1,78,9,4,840010,1,1
"74299",74299,1,1,1,1,2,1,4,1,1,3,1,2,7,840,2,40,5,1,840010,1,1
"74300",74300,1,1,1,1,2,2,4,3,1,2,1,2,7,840,2,48,5,1,840010,80,1
"74301",74301,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,39,8,1,840010,2,1
"74302",74302,1,1,1,1,2,2,2,1,1,2,1,1,10,840,1,31,8,3,840010,80,1
"74303",74303,2,1,1,1,2,1,1,1,2,1,1,1,10,840,2,77,6,4,840010,80,1
"74304",74304,2,1,1,1,2,1,2,1,1,3,1,1,10,840,2,43,8,1,840010,2,3
"74305",74305,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,37,9,2,840010,2,1
"74306",74306,2,1,1,1,2,4,2,2,2,2,1,1,10,840,2,40,5,1,840004,1,2
"74307",74307,2,1,1,1,2,1,4,2,3,3,2,3,5,840,1,54,8,3,840010,1,1
"74308",74308,2,1,1,1,2,1,2,1,3,1,1,1,10,840,2,55,5,5,840010,1,1
"74309",74309,2,1,1,1,2,5,3,1,2,2,2,1,10,840,1,52,4,1,840011,2,6
"74310",74310,1,1,1,1,2,1,2,1,2,1,1,1,10,840,2,59,4,4,840011,2,5
"74311",74311,3,1,1,2,2,4,7,1,2,1,2,1,5,840,2,61,5,5,840011,96,1
"74312",74312,1,1,1,1,2,1,2,1,2,1,1,1,10,840,1,61,5,1,840011,2,1
"74313",74313,1,1,1,1,2,1,2,1,2,1,1,1,10,840,1,48,5,1,840011,1,2
"74314",74314,3,1,-1,2,2,1,4,1,2,3,1,3,5,840,1,65,8,4,840010,80,1
"74315",74315,3,2,1,-1,2,1,7,3,2,3,2,3,1,840,2,44,9,1,840010,96,2
"74316",74316,3,1,1,-1,2,5,5,2,2,1,2,3,3,840,1,47,9,2,840010,96,1
"74317",74317,3,1,2,2,2,1,7,3,2,2,2,3,1,840,2,46,8,5,840010,2,1
"74318",74318,1,1,1,1,1,1,2,1,2,1,1,1,10,840,2,76,5,4,840010,1,1
"74319",74319,3,1,1,-1,-1,4,7,3,-1,3,2,4,3,840,1,32,5,1,840010,96,6
"74320",74320,3,1,1,-1,2,5,7,3,2,2,2,3,2,840,2,57,9,1,840010,96,1
"74321",74321,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,71,3,5,840010,1,5
"74322",74322,1,1,1,1,2,1,3,2,2,1,2,1,10,840,1,46,3,7,840011,2,5
"74323",74323,1,1,1,1,2,2,2,1,1,1,1,1,10,840,1,65,4,4,840004,1,1
"74324",74324,1,1,1,1,2,1,4,1,1,1,1,1,9,840,1,39,5,1,840007,5,1
"74325",74325,2,1,1,1,2,2,2,1,1,1,1,1,9,840,1,53,9,4,840010,80,1
"74326",74326,2,1,1,1,2,1,2,-1,1,1,1,1,10,840,2,71,9,4,840010,2,5
"74327",74327,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,72,5,5,840010,2,5
"74328",74328,2,1,1,1,2,4,3,2,3,2,1,2,8,840,2,28,5,1,840010,80,6
"74329",74329,3,1,1,1,2,1,2,1,2,1,1,1,9,840,1,45,9,1,840010,4,1
"74330",74330,1,1,1,1,2,6,2,1,1,1,1,1,10,840,2,22,3,7,840011,2,6
"74331",74331,1,1,1,1,2,4,6,3,1,2,2,2,5,840,1,29,3,7,840011,2,6
"74332",74332,1,1,1,1,2,2,3,2,1,2,2,2,10,840,1,49,3,1,840011,2,3
"74333",74333,1,1,1,1,2,1,3,2,1,2,2,2,10,840,1,49,3,5,840011,2,1
"74334",74334,1,1,1,1,2,1,2,1,2,2,1,1,10,840,2,34,3,5,840004,1,2
"74335",74335,1,1,1,1,2,1,2,1,2,2,1,1,10,840,1,18,2,6,840004,1,6
"74336",74336,2,1,1,1,2,3,1,1,2,2,1,1,10,840,1,69,2,4,840004,1,1
"74337",74337,2,1,1,1,2,1,7,2,2,2,1,1,9,840,1,42,5,1,840011,96,1
"74338",74338,1,1,1,1,2,2,2,1,2,2,1,-1,9,840,2,52,3,5,840010,2,3
"74339",74339,1,1,1,1,2,1,7,2,2,1,1,1,10,840,2,49,4,5,840010,2,1
"74340",74340,2,1,1,1,2,2,3,2,1,3,1,2,8,840,1,30,5,1,840010,2,6
"74341",74341,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,34,9,5,840010,2,1
"74342",74342,1,1,1,1,2,1,6,1,2,1,1,1,10,840,2,47,7,1,840010,2,1
"74343",74343,1,1,1,2,1,-1,3,1,-1,1,1,1,10,840,2,60,6,1,840011,80,2
"74344",74344,2,1,1,1,2,1,7,3,3,1,1,1,10,840,1,74,9,4,840010,96,5
"74345",74345,4,1,1,2,2,4,5,3,2,1,-1,2,8,840,1,43,9,1,840010,96,2
"74346",74346,3,1,1,2,2,3,7,3,2,2,1,3,4,840,1,71,9,4,840010,4,2
"74347",74347,2,1,2,1,2,1,4,2,2,1,1,2,7,840,2,77,5,4,840010,1,5
"74348",74348,1,1,1,1,2,1,2,1,2,1,1,1,10,840,2,51,5,5,840004,80,1
"74349",74349,2,1,1,1,2,1,3,2,2,1,1,1,10,840,1,51,5,4,840010,80,1
"74350",74350,1,1,1,1,2,1,2,1,2,1,2,1,10,840,1,28,9,1,840011,80,6
"74351",74351,2,1,1,1,2,5,5,3,2,1,1,3,8,840,2,63,5,4,840010,2,1
"74352",74352,2,1,1,1,2,1,3,2,1,2,1,3,6,840,1,37,8,7,840004,1,3
"74353",74353,2,1,1,1,2,1,6,2,2,3,1,1,10,840,2,44,9,2,840010,2,1
"74354",74354,4,1,1,2,2,1,5,3,3,3,1,4,8,840,2,48,9,1,840010,96,3
"74355",74355,4,1,1,1,2,1,6,2,2,2,1,2,9,840,1,32,9,1,840007,96,1
"74356",74356,4,-1,1,1,2,1,7,3,3,1,2,3,1,840,2,31,9,1,840010,96,6
"74357",74357,1,1,1,1,1,1,2,1,2,2,1,1,10,840,2,55,4,5,840008,80,1
"74358",74358,3,1,1,1,2,1,6,2,2,1,2,2,7,840,1,18,4,2,840010,2,6
"74359",74359,3,1,1,1,2,1,4,3,1,2,1,2,9,840,1,50,9,1,840010,80,1
"74360",74360,1,-1,-1,-1,2,4,7,3,2,2,-1,4,2,840,1,66,8,4,840010,96,1
"74361",74361,2,1,1,1,2,1,3,3,1,2,1,1,9,840,2,71,9,4,840010,1,5
"74362",74362,1,1,1,1,-1,1,3,3,1,2,1,1,10,840,2,35,5,1,840010,1,3
"74363",74363,3,1,1,1,1,4,7,3,1,2,2,3,8,840,2,27,7,1,840010,96,2
"74364",74364,1,1,1,1,1,2,7,1,1,2,1,2,8,840,1,35,4,2,840011,96,2
"74365",74365,1,1,1,1,2,3,2,1,2,3,1,2,9,840,1,49,5,1,840011,2,3
"74366",74366,1,1,1,1,1,4,2,1,1,3,2,2,6,840,2,41,5,7,840010,2,6
"74367",74367,2,1,1,1,2,3,5,1,1,3,1,2,9,840,1,25,4,1,840011,96,1
"74368",74368,1,1,1,1,2,1,7,2,1,2,1,2,9,840,2,25,3,2,840010,2,2
"74369",74369,1,1,1,1,2,2,6,1,1,2,1,2,8,840,2,67,7,4,840010,1,6
"74370",74370,2,1,1,1,2,1,3,2,1,2,1,1,9,840,1,43,2,1,840007,2,4
"74371",74371,2,1,1,1,1,2,6,2,1,2,1,1,8,840,1,-1,5,4,840010,99,1
"74372",74372,1,1,1,1,2,3,4,2,2,1,2,2,9,840,2,38,4,7,840010,1,6
"74373",74373,1,1,1,2,2,5,3,1,1,2,1,1,9,840,1,73,3,4,840010,1,1
"74374",74374,-1,1,1,1,2,2,6,2,1,2,2,2,-1,840,2,26,9,7,840010,99,6
"74375",74375,1,1,1,1,1,2,4,1,1,3,1,1,10,840,2,30,3,7,840010,1,1
"74376",74376,1,1,2,1,2,3,3,2,1,2,2,1,9,840,2,71,3,4,840010,1,5
"74377",74377,1,1,1,1,1,3,3,2,1,2,1,1,4,840,1,49,5,1,840011,2,2
"74378",74378,1,1,1,1,1,2,5,3,1,2,1,1,9,840,2,42,4,1,840011,2,6
"74379",74379,1,1,1,1,1,4,3,1,1,2,1,2,8,840,1,25,4,2,840011,1,1
"74380",74380,3,2,2,2,2,1,7,1,1,2,3,3,2,840,1,-1,5,1,840010,96,6
"74381",74381,2,1,1,1,2,1,7,3,2,3,1,2,10,840,1,40,5,3,840010,2,1
"74382",74382,3,1,1,2,2,2,3,2,3,2,2,3,6,840,2,24,7,5,840010,96,1
"74383",74383,2,1,1,1,2,1,3,2,3,2,2,2,5,840,2,45,8,1,840010,2,3
"74384",74384,1,1,1,1,2,1,2,1,2,2,1,1,10,840,1,26,8,1,840010,2,1
"74385",74385,1,1,1,1,2,4,2,1,2,2,1,1,10,840,1,74,5,4,840010,1,1
"74386",74386,3,1,1,2,2,1,4,2,2,1,1,2,8,840,1,46,9,1,840010,2,1
"74387",74387,1,1,1,-1,-1,2,2,1,2,2,1,1,10,840,2,38,6,1,840010,1,3
"74388",74388,2,1,1,1,2,3,2,1,3,2,1,1,10,840,2,44,6,1,840010,1,1
"74389",74389,3,1,1,1,2,1,3,2,2,1,2,4,10,840,2,23,3,2,840011,96,1
"74390",74390,3,1,1,1,1,1,7,2,2,2,2,4,10,840,1,83,3,4,840011,96,1
"74391",74391,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,70,2,4,840011,80,1
"74392",74392,1,1,1,1,1,1,7,1,1,2,1,1,10,840,1,81,2,4,840010,80,1
"74393",74393,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,50,5,1,840011,80,1
"74394",74394,1,1,1,1,2,1,5,3,2,1,1,1,10,840,2,36,3,7,840011,96,6
"74395",74395,1,1,2,2,1,1,6,3,2,3,1,2,7,840,1,18,5,2,840010,1,6
"74396",74396,1,1,1,1,1,4,7,2,2,2,1,1,9,840,2,72,4,2,840010,1,1
"74397",74397,3,1,1,1,2,1,7,3,2,2,1,3,8,840,2,38,5,2,840010,1,1
"74398",74398,1,1,2,2,1,1,2,3,2,3,2,2,6,840,2,32,5,5,840010,1,1
"74399",74399,1,1,1,1,1,1,7,2,2,2,2,3,9,840,1,34,5,1,840010,1,1
"74400",74400,1,1,2,1,2,1,2,1,2,3,1,1,7,840,1,30,6,1,840008,7,1
"74401",74401,2,1,1,1,2,1,6,2,2,1,1,2,8,840,1,45,5,4,840010,2,1
"74402",74402,2,1,1,1,2,-1,3,1,-1,1,1,2,8,840,1,73,7,5,840010,2,5
"74403",74403,1,1,1,1,2,1,6,1,1,2,1,1,10,840,2,45,7,5,840010,2,1
"74404",74404,4,1,1,1,2,2,7,3,1,2,1,4,3,840,1,51,8,1,840010,99,3
"74405",74405,2,1,1,2,2,1,2,1,2,2,1,2,10,840,2,44,9,1,840010,2,1
"74406",74406,1,1,1,1,2,1,2,1,2,2,1,1,9,840,1,65,5,4,840010,1,1
"74407",74407,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,33,7,1,840010,80,1
"74408",74408,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,65,9,4,840010,1,1
"74409",74409,3,1,1,-1,2,1,7,3,2,1,2,3,2,840,2,41,9,1,840010,96,1
"74410",74410,2,1,1,1,2,1,6,3,1,1,1,1,-1,840,2,26,3,5,840010,96,2
"74411",74411,1,1,1,1,2,1,6,2,1,1,1,1,10,840,1,39,8,8,840010,80,3
"74412",74412,3,-1,-1,-1,1,1,7,2,1,1,1,3,-1,840,2,38,5,1,840004,96,3
"74413",74413,1,1,1,1,2,1,1,1,3,1,1,1,10,840,1,46,9,1,840010,80,1
"74414",74414,2,1,1,1,2,3,3,2,2,1,2,1,10,840,2,44,9,1,840010,80,1
"74415",74415,2,1,1,1,2,1,7,3,1,2,2,2,6,840,1,60,9,1,840010,96,1
"74416",74416,1,1,1,1,2,1,4,2,3,2,1,1,10,840,1,41,6,6,840010,2,1
"74417",74417,2,1,1,1,2,1,1,1,2,1,1,1,10,840,2,33,6,1,840011,80,3
"74418",74418,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,75,5,4,840010,2,1
"74419",74419,1,1,1,1,2,1,1,1,1,1,1,1,9,840,2,76,5,4,840010,2,1
"74420",74420,1,1,1,1,2,1,2,1,1,1,1,1,8,840,1,58,5,4,840010,2,1
"74421",74421,2,1,1,1,2,2,2,1,3,1,1,2,8,840,1,54,8,3,840010,2,1
"74422",74422,1,1,1,1,2,2,5,2,2,3,1,2,7,840,2,55,8,1,840010,2,1
"74423",74423,2,1,1,1,2,1,3,2,1,1,1,1,10,840,2,83,6,5,840010,2,5
"74424",74424,3,1,1,1,2,3,2,1,1,3,1,2,6,840,1,61,9,4,840010,1,1
"74425",74425,1,1,1,1,1,1,3,1,1,3,1,1,10,840,1,75,5,4,840010,2,1
"74426",74426,1,1,1,1,2,3,3,1,1,1,1,1,10,840,1,39,9,1,840004,1,1
"74427",74427,2,1,1,1,2,1,7,3,2,4,1,3,6,840,1,72,8,4,840010,80,5
