"","X","pubbel1","pubbel2","pubbel3","pubbel4","pribel1","pribel2","pribel3","othbel1","othbel2","pubact1","pubact2","priact1","priact2","iden1","iden2","iden3","country","sex","age","educ","wrkstat","ethnic","denom","marital"
"56367",56367,3,5,2,5,1,1,2,2,6,6,2,1,1,2,4,3,840,2,34,9,1,840002,62,1
"56368",56368,3,2,3,4,1,1,1,2,8,5,2,1,2,1,2,9,840,2,43,6,7,840002,64,1
"56369",56369,2,4,3,3,1,1,1,2,4,2,1,1,2,1,1,9,840,2,42,7,5,840002,64,1
"56370",56370,2,4,2,2,1,1,1,2,3,1,1,1,1,2,1,10,840,1,43,9,1,840003,0,6
"56371",56371,1,3,4,2,1,1,1,2,2,4,2,1,1,1,2,10,840,2,30,9,1,840002,53,1
"56372",56372,1,2,4,2,1,1,1,2,1,2,1,1,2,1,1,10,840,1,40,8,1,840003,62,2
"56373",56373,1,4,5,3,1,1,1,2,1,1,1,1,1,1,1,10,840,1,37,9,1,840003,62,1
"56374",56374,3,4,2,4,-1,1,2,2,3,6,2,1,2,-1,4,3,840,1,37,6,1,840002,-2,3
"56375",56375,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,46,3,1,840002,62,1
"56376",56376,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,41,4,3,840005,64,1
"56377",56377,4,4,2,4,1,1,1,2,1,7,2,2,3,2,4,6,840,1,38,5,1,840002,0,6
"56378",56378,3,5,1,3,1,1,2,2,3,7,2,1,1,1,3,7,840,1,46,9,1,840002,0,1
"56379",56379,2,4,4,3,1,1,1,2,2,1,1,1,2,1,1,10,840,2,23,8,2,840008,62,6
"56380",56380,1,1,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,40,9,1,840002,64,1
"56381",56381,1,5,4,4,1,1,1,2,2,2,1,1,2,1,1,10,840,1,50,9,1,840002,62,1
"56382",56382,1,3,5,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,33,9,1,840003,53,6
"56383",56383,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,65,7,1,840002,0,1
"56384",56384,2,4,3,2,1,1,1,2,5,2,1,1,2,1,1,7,840,1,33,9,3,840002,53,1
"56385",56385,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,10,840,2,63,5,5,840002,53,1
"56386",56386,1,3,1,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,35,6,7,840005,53,1
"56387",56387,1,2,4,2,1,1,1,2,1,3,1,1,1,1,1,10,840,1,59,6,1,840003,62,1
"56388",56388,2,1,3,2,1,1,1,2,1,2,1,1,1,2,1,10,840,2,44,6,2,840002,53,1
"56389",56389,2,4,4,5,1,1,1,2,2,4,1,1,3,2,3,8,840,1,18,3,2,840002,42,6
"56390",56390,3,4,2,4,1,1,-1,2,2,5,2,1,2,2,3,3,840,1,48,5,1,840002,-2,3
"56391",56391,1,2,2,2,1,1,1,2,4,2,1,1,1,1,1,9,840,1,80,8,4,840002,62,1
"56392",56392,1,1,4,1,1,1,1,2,3,1,1,1,1,1,1,10,840,2,36,9,2,840004,53,1
"56393",56393,2,2,4,1,1,1,1,2,1,2,1,1,2,1,1,10,840,1,37,9,1,840002,62,1
"56394",56394,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,45,9,1,840002,53,1
"56395",56395,3,5,1,5,2,2,2,2,3,5,1,2,3,2,2,2,840,2,63,8,2,840002,42,5
"56396",56396,3,4,2,2,1,1,1,2,2,3,1,1,2,2,3,7,840,2,34,9,1,840002,53,1
"56397",56397,2,2,4,2,1,1,1,2,1,2,2,1,2,1,2,9,840,2,30,8,1,840002,64,6
"56398",56398,4,5,2,4,2,1,2,1,1,7,2,2,2,2,3,2,840,1,25,3,1,840002,0,6
"56399",56399,1,1,5,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,42,8,5,840002,62,1
"56400",56400,1,3,3,3,1,2,2,2,1,7,2,2,3,2,3,3,840,1,66,8,4,840002,64,1
"56401",56401,2,3,2,4,1,1,1,2,2,5,2,1,3,1,2,7,840,1,44,9,1,840002,0,1
"56402",56402,2,4,4,3,1,1,1,2,1,2,2,1,2,1,3,8,840,1,37,5,1,840002,0,6
"56403",56403,3,4,2,4,1,1,1,2,1,7,2,1,4,2,3,5,840,1,45,5,1,840002,0,1
"56404",56404,1,1,3,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,31,9,1,840005,62,4
"56405",56405,2,4,2,3,1,1,1,1,1,2,2,2,3,1,1,10,840,1,80,9,4,840002,0,1
"56406",56406,2,4,2,4,1,1,1,1,1,2,2,1,2,1,2,10,840,1,38,5,1,840002,62,3
"56407",56407,1,3,2,3,1,1,1,2,3,2,1,1,1,1,1,10,840,2,19,8,1,840005,62,6
"56408",56408,1,2,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,43,9,1,840002,62,3
"56409",56409,2,3,4,3,1,1,1,2,1,4,2,1,1,1,3,9,840,2,35,8,2,840002,0,1
"56410",56410,3,1,1,5,1,1,1,2,1,7,2,1,1,2,3,9,840,2,30,9,1,840002,62,3
"56411",56411,1,2,4,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,67,8,4,840002,62,3
"56412",56412,2,4,2,2,1,1,1,2,1,2,2,1,2,1,1,10,840,2,50,5,7,840002,64,6
"56413",56413,2,3,3,3,1,-1,2,1,10,1,1,1,1,2,1,5,840,2,51,6,2,840004,42,1
"56414",56414,1,4,3,3,1,1,1,2,1,3,2,1,2,1,2,8,840,1,19,5,1,840002,0,6
"56415",56415,3,2,3,2,1,1,1,1,1,4,2,1,2,1,2,9,840,1,28,9,1,840002,64,1
"56416",56416,1,1,3,1,1,1,1,2,1,2,1,1,1,1,2,10,840,2,31,5,1,840002,64,1
"56417",56417,3,4,1,4,1,1,1,2,7,7,2,1,1,2,3,7,840,2,29,6,5,840002,0,2
"56418",56418,3,4,1,4,1,1,2,2,1,7,2,1,1,1,3,8,840,2,51,8,5,840002,0,1
"56419",56419,2,2,4,2,1,1,1,2,1,3,1,1,2,1,2,9,840,2,30,9,1,840002,64,1
"56420",56420,3,4,3,3,1,1,1,1,1,5,2,1,1,2,3,6,840,1,27,3,1,840002,64,6
"56421",56421,3,1,1,3,1,1,1,2,1,4,2,1,2,1,2,10,840,1,40,3,1,840002,0,1
"56422",56422,2,3,3,3,1,1,1,2,1,4,2,1,1,1,2,10,840,1,57,8,3,840002,64,2
"56423",56423,2,4,2,4,1,1,1,2,1,4,2,1,2,1,1,8,840,1,58,8,1,840002,64,1
"56424",56424,2,1,4,2,1,1,1,2,4,2,1,1,1,1,1,10,840,1,42,3,1,840002,64,4
"56425",56425,1,3,2,3,1,1,1,2,5,5,2,2,1,1,3,4,840,1,62,3,4,840002,62,1
"56426",56426,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,76,3,4,840002,64,1
"56427",56427,1,1,2,2,1,1,1,-1,1,2,1,1,2,1,2,10,840,2,43,9,1,840002,53,3
"56428",56428,2,4,4,1,1,1,1,2,1,6,2,1,1,1,2,9,840,1,53,9,1,840002,62,1
"56429",56429,2,2,2,2,1,1,1,2,1,1,2,1,2,1,2,9,840,2,66,2,5,840002,62,1
"56430",56430,2,4,2,4,1,1,1,2,6,3,1,1,2,1,1,9,840,2,49,6,4,840002,0,4
"56431",56431,3,2,2,2,1,1,1,2,1,1,1,1,3,1,1,9,840,1,72,4,1,840002,62,1
"56432",56432,2,3,2,3,1,1,1,2,3,6,1,1,1,1,1,10,840,2,73,4,4,840002,53,5
"56433",56433,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,58,5,7,840002,64,3
"56434",56434,4,4,1,4,2,1,2,2,1,7,2,2,2,3,4,1,840,1,65,9,4,840002,0,6
"56435",56435,1,4,3,4,1,1,1,2,6,6,2,2,3,2,1,5,840,1,36,4,2,840003,0,2
"56436",56436,1,2,4,1,1,1,1,1,1,2,1,1,1,1,1,10,840,2,49,8,1,840002,62,1
"56437",56437,2,1,2,4,1,1,1,2,6,3,2,1,3,1,1,10,840,2,29,8,5,840003,53,1
"56438",56438,2,4,2,3,1,1,1,2,5,7,2,1,1,1,2,10,840,1,22,4,1,840002,0,6
"56439",56439,2,3,4,2,1,1,1,2,4,2,1,1,1,1,1,9,840,2,42,3,5,840002,64,1
"56440",56440,3,3,2,3,1,1,1,2,1,4,2,1,1,1,2,8,840,2,73,3,4,840002,0,5
"56441",56441,1,3,2,2,1,1,1,2,3,1,2,1,2,1,1,10,840,2,38,3,1,840002,53,1
"56442",56442,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,10,840,1,20,6,1,840003,0,6
"56443",56443,1,3,3,3,1,1,1,2,3,4,2,2,3,1,1,9,840,2,34,3,1,840002,0,1
"56444",56444,2,2,2,2,1,1,1,2,1,4,2,1,2,1,1,10,840,1,49,3,4,840002,0,3
"56445",56445,1,3,3,3,1,1,1,2,1,2,1,1,2,1,1,10,840,1,20,4,1,840003,53,6
"56446",56446,4,3,1,3,1,-1,-1,2,1,7,2,1,2,2,4,6,840,1,56,9,1,840002,0,1
"56447",56447,2,2,4,2,-1,-1,-1,2,1,6,2,1,2,1,1,9,840,2,47,3,1,840002,64,3
"56448",56448,2,2,5,1,1,1,1,2,2,2,1,1,2,1,1,9,840,1,38,9,1,840002,62,1
"56449",56449,2,2,3,2,1,1,1,2,2,1,1,1,2,1,1,10,840,2,44,9,1,840002,62,3
"56450",56450,1,2,4,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,53,9,3,840002,62,1
"56451",56451,2,3,4,2,1,1,1,2,1,3,2,1,1,1,2,8,840,2,52,9,4,840002,62,1
"56452",56452,1,1,2,3,1,1,1,2,4,1,2,1,2,1,2,10,840,1,18,3,1,840002,53,6
"56453",56453,1,4,2,3,1,1,1,1,1,3,2,1,2,1,2,10,840,2,44,8,2,840002,0,1
"56454",56454,2,3,2,4,1,1,1,2,5,3,1,1,2,1,2,8,840,1,31,7,1,840002,62,2
"56455",56455,3,3,1,3,1,2,1,2,1,1,1,1,1,1,2,10,840,2,42,6,1,840002,53,1
"56456",56456,2,2,3,2,1,1,1,2,3,5,2,1,2,1,2,9,840,1,51,9,1,840002,42,3
"56457",56457,2,3,3,3,1,1,-1,2,2,7,2,1,1,1,3,7,840,1,19,8,6,840002,42,6
"56458",56458,3,5,4,5,2,1,2,1,1,7,2,2,1,2,3,2,840,1,50,9,1,840002,42,6
"56459",56459,2,2,3,2,1,1,1,2,2,2,1,1,3,1,1,9,840,2,35,9,5,840002,64,1
"56460",56460,1,1,5,1,1,1,1,2,1,1,1,1,4,1,1,10,840,2,56,2,7,840002,53,6
"56461",56461,2,2,3,2,1,1,1,2,1,5,2,1,1,2,1,10,840,2,43,2,1,840002,0,1
"56462",56462,1,4,4,2,1,1,1,2,2,2,1,1,1,1,1,10,840,2,44,9,1,840002,64,1
"56463",56463,3,5,1,4,1,-1,2,2,1,4,1,1,2,2,3,2,840,1,51,9,1,840002,42,1
"56464",56464,2,3,3,3,1,1,1,-1,1,7,2,1,1,1,2,10,840,2,39,1,1,840002,-2,3
"56465",56465,2,1,1,2,1,1,1,-1,4,4,1,1,1,1,2,8,840,1,26,9,3,840002,64,6
"56466",56466,2,3,2,2,1,1,1,2,1,3,2,1,2,1,1,9,840,2,45,9,1,840002,62,2
"56467",56467,1,2,4,2,1,1,1,2,1,1,1,1,1,1,1,10,840,1,46,5,1,840003,62,1
"56468",56468,1,1,2,1,1,1,1,2,1,3,1,1,2,1,2,8,840,1,22,3,3,840002,62,3
"56469",56469,3,3,3,2,1,1,1,2,2,6,1,1,2,1,1,10,840,2,60,7,5,840002,62,1
"56470",56470,2,2,3,4,1,1,1,2,1,7,2,1,2,1,2,9,840,1,23,8,1,840002,64,6
"56471",56471,3,3,3,3,2,1,2,2,10,7,2,2,1,3,1,1,840,2,47,4,1,840002,53,1
"56472",56472,4,3,2,4,1,1,2,2,2,6,2,2,1,1,2,8,840,1,59,9,1,840002,52,1
"56473",56473,2,5,2,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,51,9,1,840002,64,6
"56474",56474,1,3,2,2,1,1,1,2,1,4,1,1,3,2,1,10,840,2,39,5,7,840003,53,1
"56475",56475,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,66,9,4,840003,62,1
"56476",56476,-1,5,4,3,2,1,2,2,1,7,2,1,2,1,3,2,840,1,39,9,3,840002,0,1
"56477",56477,2,4,4,3,1,1,1,2,1,3,1,1,2,1,2,8,840,1,30,5,1,840002,-2,6
"56478",56478,1,1,2,2,1,1,1,2,5,1,1,1,2,1,1,6,840,2,36,3,1,840003,12,3
"56479",56479,3,3,3,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,57,9,7,840002,62,3
"56480",56480,2,-1,2,3,1,-1,1,2,1,2,1,1,3,1,2,9,840,2,59,8,4,840002,62,3
"56481",56481,1,3,1,2,1,1,1,2,1,2,1,1,2,-1,2,10,840,2,63,8,4,840002,64,3
"56482",56482,1,3,1,3,1,1,1,2,1,4,2,1,2,1,1,10,840,1,20,5,1,840003,53,2
"56483",56483,1,-1,-1,2,1,1,1,2,1,4,1,1,2,1,3,10,840,1,48,8,1,840005,64,1
"56484",56484,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,59,6,2,840002,64,3
"56485",56485,2,3,4,3,1,1,2,2,1,7,2,1,1,2,2,2,840,2,33,9,1,840002,0,6
"56486",56486,2,4,1,4,1,1,1,2,5,4,2,1,1,1,2,4,840,1,69,9,4,840002,64,1
"56487",56487,1,3,2,1,1,1,1,2,10,2,1,1,1,1,1,10,840,2,46,9,2,840002,-2,6
"56488",56488,2,2,2,2,1,1,1,2,1,4,1,1,2,1,1,9,840,2,29,9,1,840003,53,1
"56489",56489,2,5,4,-1,1,1,2,2,2,2,1,1,2,2,2,3,840,2,54,9,1,840002,62,1
"56490",56490,3,3,4,3,1,1,1,2,1,1,2,1,1,1,2,10,840,1,48,9,1,840002,0,6
"56491",56491,1,2,2,2,1,1,1,2,1,6,2,1,2,1,1,2,840,2,57,7,4,840002,64,6
"56492",56492,2,3,2,3,1,1,2,2,6,5,2,1,1,1,3,8,840,1,43,8,1,840002,53,6
"56493",56493,2,4,2,3,1,1,1,2,1,3,2,2,1,1,1,10,840,1,60,5,1,840002,64,1
"56494",56494,3,4,2,4,2,1,2,2,1,7,1,2,4,1,-1,5,840,1,44,3,1,840002,0,1
"56495",56495,1,4,2,4,1,1,2,2,1,2,2,1,1,1,2,5,840,2,54,9,7,840002,64,1
"56496",56496,1,5,1,5,1,1,1,2,1,1,1,1,1,1,1,10,840,2,62,8,7,840002,64,1
"56497",56497,3,5,2,3,1,1,2,2,7,7,2,1,2,2,4,3,840,2,29,9,1,840002,0,2
"56498",56498,2,2,2,2,1,1,1,2,3,4,2,1,2,1,2,7,840,1,37,9,1,840002,64,6
"56499",56499,2,4,1,4,1,2,2,2,6,3,1,2,1,1,1,7,840,2,78,5,4,840002,42,5
"56500",56500,4,4,2,4,2,-1,2,2,3,7,2,1,2,3,3,1,840,1,20,8,6,840008,0,6
"56501",56501,4,2,4,2,1,1,1,2,1,5,1,1,1,1,1,10,840,1,42,9,7,840004,49,6
"56502",56502,2,3,2,2,1,1,1,2,1,2,1,1,3,1,1,10,840,2,46,6,2,840002,64,1
"56503",56503,4,3,1,3,2,2,2,2,10,7,2,2,2,2,4,1,840,1,27,8,1,840002,0,6
"56504",56504,4,5,1,3,1,-1,2,2,6,7,2,2,1,1,2,6,840,1,66,8,4,840002,64,5
"56505",56505,3,3,2,3,1,1,1,2,1,3,2,2,1,1,2,10,840,1,22,6,6,840002,64,6
"56506",56506,1,4,2,4,1,1,1,2,10,2,2,1,1,1,1,10,840,2,69,5,4,840002,64,5
"56507",56507,3,2,2,3,1,1,2,2,5,6,2,1,1,1,2,10,840,2,32,6,1,840005,62,1
"56508",56508,1,3,4,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,68,3,4,840002,62,1
"56509",56509,2,2,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,79,9,4,840002,62,1
"56510",56510,2,4,4,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,45,9,1,840002,64,1
"56511",56511,1,1,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,54,8,8,840002,62,1
"56512",56512,2,4,2,4,1,1,1,2,1,3,1,1,3,1,1,10,840,1,44,9,3,840004,62,3
"56513",56513,2,5,4,4,1,1,-1,2,1,1,1,1,1,1,1,10,840,2,23,9,1,840002,62,1
"56514",56514,1,2,2,2,1,1,1,2,3,1,1,1,2,1,1,9,840,1,78,8,4,840002,64,5
"56515",56515,3,4,3,4,1,1,1,1,1,3,2,1,1,1,2,9,840,2,38,3,1,840005,64,1
"56516",56516,1,2,2,2,1,1,1,2,3,2,1,1,1,1,1,8,840,2,31,9,1,840002,64,1
"56517",56517,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,30,3,3,840002,64,1
"56518",56518,2,4,3,2,1,1,1,2,2,2,1,1,1,1,1,10,840,1,52,9,1,840002,62,1
"56519",56519,1,2,2,2,1,1,1,2,1,3,1,1,1,1,1,10,840,1,74,9,4,840002,62,1
"56520",56520,1,3,4,2,1,1,1,2,6,2,1,1,1,1,1,10,840,1,57,9,4,840002,64,1
"56521",56521,2,1,4,4,1,1,1,2,3,3,1,1,1,1,1,10,840,2,72,3,5,840003,53,1
"56522",56522,3,4,2,4,1,1,1,2,4,3,1,1,3,1,2,7,840,2,56,7,1,840003,64,1
"56523",56523,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,8,840,1,66,4,4,840003,53,1
"56524",56524,1,1,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,69,3,4,840003,64,4
"56525",56525,1,3,4,3,1,1,1,2,1,6,2,2,2,1,1,9,840,1,38,3,1,840002,53,1
"56526",56526,3,4,2,4,1,1,1,2,1,2,2,1,1,1,3,7,840,1,26,9,1,840005,53,6
"56527",56527,2,4,2,2,1,1,1,2,8,6,2,1,1,1,3,9,840,1,26,4,1,840005,0,6
"56528",56528,3,5,4,4,1,1,1,1,3,6,2,1,1,1,2,8,840,2,20,6,6,840003,53,6
"56529",56529,1,2,2,4,1,1,1,2,1,2,1,1,2,1,1,10,840,1,81,9,1,840002,64,5
"56530",56530,1,3,3,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,19,3,7,840003,53,6
"56531",56531,2,3,3,2,1,1,1,2,3,1,1,1,2,1,1,10,840,2,18,6,6,840003,53,6
"56532",56532,2,1,5,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,33,9,1,840002,64,1
"56533",56533,1,1,4,2,1,1,1,2,2,1,1,1,1,1,1,10,840,2,51,5,1,840003,62,5
"56534",56534,2,4,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,79,8,4,840002,62,1
"56535",56535,3,5,1,5,1,1,1,2,1,7,2,2,1,1,3,5,840,1,30,5,1,840002,-2,2
"56536",56536,1,3,2,3,1,1,1,2,1,7,2,1,1,1,2,8,840,2,28,9,1,840002,62,6
"56537",56537,1,1,4,1,1,1,1,1,9,6,2,1,1,1,1,10,840,2,25,9,1,840002,-2,2
"56538",56538,2,5,2,2,1,1,1,2,3,2,1,1,2,1,1,10,840,1,30,9,1,840002,64,1
"56539",56539,1,3,3,2,1,1,1,2,1,4,2,1,3,1,1,7,840,1,25,7,1,840002,0,1
"56540",56540,3,2,4,2,1,1,1,2,1,3,2,1,3,1,3,10,840,2,26,5,1,840002,62,6
"56541",56541,2,4,4,2,1,1,1,2,1,5,1,1,1,1,2,10,840,1,27,3,1,840002,0,6
"56542",56542,4,5,1,5,2,1,2,2,5,7,2,1,1,2,4,1,840,1,20,8,1,840002,-2,6
"56543",56543,1,4,2,3,1,1,1,2,1,3,2,1,2,1,1,10,840,2,20,5,1,840002,53,6
"56544",56544,3,3,2,1,1,1,1,2,1,3,1,1,1,1,3,7,840,1,31,5,1,840002,62,1
"56545",56545,3,4,1,5,1,1,1,2,7,5,2,1,2,1,2,8,840,1,59,9,7,840002,64,2
"56546",56546,2,5,3,3,1,1,2,2,1,6,2,1,1,1,3,6,840,2,57,9,2,840002,62,1
"56547",56547,2,5,1,5,1,1,1,2,1,6,2,1,1,1,1,9,840,1,53,8,7,840002,64,3
"56548",56548,2,1,3,3,1,1,1,1,1,7,2,1,1,1,1,10,840,2,23,3,1,840005,0,1
"56549",56549,2,5,4,3,1,1,2,2,1,2,1,1,1,1,1,8,840,2,52,9,1,840002,12,1
"56550",56550,1,4,3,3,1,1,1,2,6,5,2,1,1,1,2,8,840,2,27,9,1,840002,62,4
"56551",56551,1,3,2,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,38,3,1,840002,62,3
"56552",56552,3,4,2,4,2,2,2,2,1,5,2,2,3,2,3,1,840,1,20,9,1,840002,0,6
"56553",56553,1,1,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,38,2,3,840002,53,1
"56554",56554,3,4,1,3,1,1,1,2,8,3,2,1,2,1,2,9,840,2,38,6,1,840002,0,1
"56555",56555,4,4,2,4,1,1,1,2,1,7,2,2,2,1,3,6,840,1,35,3,1,840002,0,1
"56556",56556,2,2,3,2,1,1,1,2,2,3,1,1,2,2,2,10,840,2,28,8,2,840002,62,6
"56557",56557,4,5,1,3,1,2,2,1,4,7,1,1,2,2,3,3,840,1,20,8,6,840003,64,6
"56558",56558,3,3,2,4,1,1,1,2,3,4,2,1,1,2,3,9,840,1,22,3,1,840005,0,2
"56559",56559,1,3,1,3,1,1,1,2,1,2,2,1,1,1,1,10,840,2,31,8,1,840005,64,6
"56560",56560,1,2,1,4,1,1,1,2,1,2,1,1,1,1,1,10,840,2,35,9,1,840003,62,2
"56561",56561,1,4,4,2,1,1,1,2,1,3,1,1,2,1,1,10,840,1,47,3,1,840003,0,1
"56562",56562,2,5,1,4,1,1,2,2,2,1,2,1,1,2,2,10,840,1,39,8,1,840003,0,1
"56563",56563,2,4,1,5,1,1,2,2,4,1,2,1,1,2,2,10,840,1,41,9,1,840003,0,2
"56564",56564,4,4,1,4,2,1,2,1,5,7,2,2,1,2,4,1,840,1,22,9,7,840003,0,6
"56565",56565,1,-1,2,4,1,1,1,2,2,6,2,1,2,1,1,10,840,2,32,8,1,840003,0,6
"56566",56566,3,1,4,1,1,1,1,1,1,6,2,1,1,1,2,10,840,1,35,3,1,840005,64,2
"56567",56567,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,10,840,2,47,3,1,840003,0,1
"56568",56568,4,2,2,4,1,1,1,2,1,7,2,1,1,2,3,7,840,2,52,9,1,840002,42,1
"56569",56569,2,3,1,3,1,1,1,2,1,7,2,1,2,1,3,6,840,2,22,8,2,840002,64,6
"56570",56570,1,5,2,2,1,-1,1,2,4,3,2,1,2,1,2,10,840,1,26,3,7,840002,64,6
"56571",56571,2,3,2,2,1,1,1,2,1,3,1,1,2,2,2,10,840,2,66,5,2,840002,62,1
"56572",56572,1,3,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,35,9,2,840002,64,1
"56573",56573,2,3,3,3,1,1,1,2,4,5,2,2,4,1,2,10,840,1,34,8,2,840002,64,6
"56574",56574,2,5,4,-1,1,1,1,2,1,6,2,1,1,2,3,10,840,2,57,9,1,840003,62,2
"56575",56575,2,4,2,3,1,1,1,2,1,5,2,1,1,1,2,10,840,2,29,5,1,840002,62,2
"56576",56576,2,3,3,3,-1,-1,-1,2,3,3,1,1,3,2,2,7,840,2,41,6,7,840002,62,1
"56577",56577,2,4,3,2,1,1,1,2,2,3,1,1,3,1,3,7,840,1,21,8,2,840002,64,6
"56578",56578,3,4,3,4,1,1,1,2,1,3,1,2,2,2,2,4,840,1,39,9,1,840002,42,1
"56579",56579,3,1,1,5,2,2,2,2,1,7,2,2,4,3,4,1,840,1,72,8,4,840002,0,1
"56580",56580,3,4,2,4,1,1,1,2,1,6,2,1,1,1,2,10,840,2,46,3,1,840002,53,3
"56581",56581,3,2,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,39,9,2,840002,62,1
"56582",56582,4,4,1,5,2,2,2,2,7,7,2,2,3,-1,4,1,840,2,24,8,1,840002,0,1
"56583",56583,2,2,3,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,46,3,2,840002,62,1
"56584",56584,1,4,4,4,1,1,1,2,4,4,1,1,1,1,1,10,840,1,31,8,1,840003,53,1
"56585",56585,3,1,5,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,31,8,6,840002,53,3
"56586",56586,3,1,2,1,1,1,1,2,1,3,1,1,1,1,1,10,840,1,45,3,1,840002,53,5
"56587",56587,3,5,4,3,1,1,-1,2,1,4,1,1,1,-1,2,10,840,1,27,9,1,840002,53,1
"56588",56588,2,1,4,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,49,9,1,840003,53,1
"56589",56589,2,3,1,3,1,1,1,2,2,5,2,2,2,1,2,8,840,1,23,9,1,840002,0,1
"56590",56590,1,3,2,2,1,1,1,1,5,3,1,1,3,1,1,10,840,1,23,7,1,840002,0,6
"56591",56591,3,3,1,4,1,1,1,2,4,4,2,2,2,1,3,8,840,1,31,9,1,840002,64,6
"56592",56592,1,3,2,4,1,1,1,2,10,3,2,1,1,1,1,10,840,1,65,8,1,840003,53,3
"56593",56593,1,3,4,3,1,1,1,2,1,2,1,1,2,1,1,8,840,2,57,3,1,840002,64,3
"56594",56594,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,76,9,4,840002,62,5
"56595",56595,3,5,2,4,2,-1,2,2,3,5,2,2,2,2,4,1,840,1,33,9,1,840002,0,6
"56596",56596,2,2,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,38,9,2,840002,62,1
"56597",56597,1,4,2,3,1,1,1,2,2,2,1,1,1,1,1,10,840,2,56,3,3,840002,53,3
"56598",56598,2,2,3,4,1,1,1,2,1,4,2,1,1,1,2,10,840,2,33,5,1,840002,53,3
"56599",56599,1,4,4,2,1,1,1,2,1,2,1,1,1,1,1,7,840,1,70,9,4,840002,53,1
"56600",56600,1,1,4,2,1,1,1,2,1,2,1,1,1,2,1,10,840,2,31,9,7,840003,53,1
"56601",56601,1,2,3,3,1,1,1,2,2,7,2,2,3,1,2,9,840,1,22,3,7,840003,0,6
"56602",56602,1,1,3,3,1,1,1,1,1,4,2,1,1,1,1,7,840,2,31,4,1,840002,62,1
"56603",56603,1,4,4,2,1,1,1,2,5,3,1,1,1,1,1,10,840,1,53,8,1,840002,64,1
"56604",56604,2,4,1,3,1,1,1,2,1,2,2,1,1,1,2,10,840,2,38,9,1,840002,64,3
"56605",56605,2,3,2,3,1,1,1,2,1,6,2,1,2,1,2,9,840,2,61,5,1,840002,53,1
"56606",56606,2,5,1,3,1,1,1,1,3,1,1,1,2,1,1,10,840,2,63,5,2,840002,64,6
"56607",56607,2,4,3,3,1,1,1,2,1,2,1,1,3,1,2,7,840,2,20,5,6,840002,64,6
"56608",56608,4,2,3,2,1,1,1,2,1,2,2,1,1,1,2,10,840,2,27,8,1,840003,0,6
"56609",56609,3,1,5,1,1,1,1,2,1,5,2,1,1,1,1,9,840,1,50,5,1,840002,62,1
"56610",56610,2,1,3,3,1,1,1,2,1,2,1,1,2,1,1,9,840,2,38,7,5,840002,64,1
"56611",56611,2,3,4,2,1,1,2,2,1,7,2,1,3,1,3,4,840,1,35,9,1,840002,0,1
"56612",56612,2,2,2,2,1,1,1,2,1,4,1,1,2,1,2,8,840,2,36,9,5,840002,53,1
"56613",56613,2,5,1,3,1,1,1,2,10,7,2,2,3,1,3,6,840,1,40,7,1,840002,64,6
