"","X","pubbel1","pubbel2","pubbel3","pubbel4","pribel1","pribel2","pribel3","othbel1","othbel2","pubact1","pubact2","priact1","priact2","iden1","iden2","iden3","country","sex","age","educ","wrkstat","ethnic","denom","marital"
"55874",55874,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,10,840,2,55,8,1,840003,-2,6
"55875",55875,1,3,3,3,1,1,1,2,1,3,1,1,2,1,1,10,840,2,43,3,1,840003,12,6
"55876",55876,1,5,-1,1,1,1,1,2,1,2,2,1,2,1,1,10,840,2,19,8,2,840003,64,6
"55877",55877,2,2,2,2,1,1,1,2,1,3,1,1,3,1,1,9,840,2,22,3,8,840003,53,6
"55878",55878,3,4,2,4,1,1,1,2,1,4,2,1,1,1,2,9,840,1,19,3,1,840002,0,2
"55879",55879,1,4,4,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,53,5,1,840003,62,6
"55880",55880,2,4,4,4,1,1,1,2,1,3,1,1,2,1,2,7,840,2,50,9,1,840002,53,1
"55881",55881,3,4,2,4,1,1,1,2,1,7,2,1,2,2,2,8,840,2,39,6,1,840003,-2,6
"55882",55882,3,2,1,4,1,1,1,2,6,6,2,1,2,1,2,9,840,1,78,8,1,840002,0,1
"55883",55883,3,5,2,-1,1,1,1,2,1,3,2,1,2,-1,2,6,840,1,22,8,3,840002,64,6
"55884",55884,2,3,3,2,1,1,-1,2,1,3,1,1,1,1,1,10,840,2,59,8,2,840002,62,1
"55885",55885,2,3,4,2,1,1,1,2,1,1,1,1,2,1,1,8,840,1,75,9,2,840002,64,1
"55886",55886,2,3,2,3,1,1,2,2,1,5,2,1,2,1,2,9,840,1,31,8,1,840002,62,3
"55887",55887,4,2,3,4,1,-1,-1,2,1,4,1,1,1,2,2,6,840,2,49,9,1,840002,42,3
"55888",55888,2,4,3,3,1,1,2,2,2,3,1,1,2,1,3,6,840,2,56,9,1,840002,62,1
"55889",55889,-1,3,3,3,1,1,2,2,1,3,1,1,1,1,2,10,840,2,66,9,2,840002,42,1
"55890",55890,3,5,3,4,2,-1,-1,2,2,6,2,1,2,2,4,2,840,1,61,9,1,840002,53,2
"55891",55891,4,3,1,3,1,1,2,2,1,4,2,1,1,2,3,10,840,2,46,9,1,840002,52,1
"55892",55892,2,3,2,4,1,1,2,2,1,2,1,1,1,1,1,8,840,2,47,9,2,840002,42,1
"55893",55893,2,5,2,4,1,1,2,2,1,3,1,1,1,1,3,3,840,2,46,9,2,840002,64,1
"55894",55894,3,4,2,4,-1,-1,-1,2,1,7,2,2,2,2,4,1,840,2,27,8,1,840002,0,2
"55895",55895,3,4,2,4,1,1,2,1,2,6,2,1,1,-1,3,9,840,1,29,9,1,840002,53,6
"55896",55896,1,5,1,4,1,1,1,1,2,2,1,1,1,1,1,5,840,2,26,8,1,840003,62,6
"55897",55897,2,2,2,4,1,1,1,2,1,2,1,1,1,1,1,10,840,2,34,8,5,840002,53,1
"55898",55898,2,4,1,3,1,1,-1,2,1,1,1,1,1,1,1,10,840,2,66,6,2,840002,53,5
"55899",55899,2,4,2,4,1,1,1,2,1,5,2,1,1,1,2,8,840,2,24,9,6,840002,62,1
"55900",55900,1,5,1,5,1,2,2,1,3,1,2,1,1,1,2,5,840,1,43,4,1,840002,53,1
"55901",55901,1,3,1,2,1,1,1,2,1,6,1,1,1,2,1,10,840,1,28,6,1,840003,-2,6
"55902",55902,1,3,4,2,1,1,1,2,2,3,1,1,2,1,-1,10,840,1,44,8,1,840003,-2,2
"55903",55903,4,3,3,3,2,2,2,2,1,7,2,2,3,2,4,1,840,1,30,3,2,840002,0,1
"55904",55904,2,3,2,3,1,1,1,2,1,2,1,1,2,1,2,7,840,1,18,6,6,840004,64,6
"55905",55905,2,4,2,4,1,1,1,-1,8,4,1,2,3,1,1,8,840,1,18,3,6,840003,62,6
"55906",55906,2,3,2,3,1,1,1,2,2,-1,1,1,3,1,1,10,840,1,30,3,1,840002,53,1
"55907",55907,2,5,1,5,1,1,2,-1,3,1,1,1,2,1,2,5,840,2,40,8,1,840002,12,1
"55908",55908,4,3,3,3,1,1,-1,1,1,7,2,1,1,2,4,-1,840,1,38,9,4,840003,-2,6
"55909",55909,2,4,4,2,1,1,1,2,1,3,1,1,2,1,1,10,840,1,65,8,3,840002,62,1
"55910",55910,2,2,2,2,1,1,1,2,1,2,1,2,3,1,1,10,840,2,68,7,1,840002,64,3
"55911",55911,1,1,4,1,1,1,1,2,4,1,2,1,1,2,1,10,840,1,35,8,1,840003,64,6
"55912",55912,2,2,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,48,9,2,840002,64,1
"55913",55913,2,3,2,3,1,1,1,2,1,6,2,1,3,2,1,10,840,2,32,5,1,840003,0,2
"55914",55914,2,1,3,3,1,1,1,2,1,1,1,1,1,1,1,10,840,2,72,9,2,840002,64,1
"55915",55915,3,4,3,4,1,1,1,1,2,4,2,1,1,1,2,5,840,2,37,5,3,840002,64,6
"55916",55916,1,2,2,2,-1,1,1,2,7,5,2,1,1,3,2,10,840,2,21,3,7,840002,0,2
"55917",55917,2,1,5,3,1,1,1,2,6,2,2,1,1,1,1,10,840,2,20,4,6,840004,0,2
"55918",55918,1,4,2,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,80,6,4,840002,64,1
"55919",55919,4,5,1,5,2,1,2,2,5,7,2,2,1,2,3,1,840,1,30,6,1,840002,0,1
"55920",55920,2,2,2,2,2,1,1,2,7,2,1,2,3,3,1,8,840,2,51,4,1,840003,-2,3
"55921",55921,1,4,2,5,1,1,1,-1,6,3,1,1,3,1,1,10,840,2,22,4,2,840003,53,1
"55922",55922,1,1,2,1,1,1,1,1,8,2,1,1,2,1,1,10,840,2,24,8,1,840003,53,1
"55923",55923,1,3,3,3,1,1,1,2,1,6,2,1,2,-1,2,10,840,1,29,8,1,840003,53,2
"55924",55924,1,4,4,2,1,1,1,2,9,2,1,1,1,1,1,10,840,1,20,4,2,840003,0,6
"55925",55925,1,2,5,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,34,9,1,840002,62,6
"55926",55926,1,1,4,2,1,1,1,2,1,1,1,1,2,1,1,10,840,2,27,5,7,840003,0,4
"55927",55927,2,1,2,4,1,1,1,2,1,1,1,1,1,1,1,10,840,2,64,4,4,840003,53,1
"55928",55928,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,42,7,1,840003,53,3
"55929",55929,1,2,2,2,1,1,1,2,5,2,2,1,2,1,1,10,840,2,28,3,7,840003,53,6
"55930",55930,2,2,3,3,1,1,1,2,1,5,2,1,2,1,1,10,840,2,51,9,5,840003,62,1
"55931",55931,2,2,3,3,1,1,1,2,5,7,1,1,1,1,1,10,840,2,26,5,1,840003,-2,6
"55932",55932,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,29,8,5,840002,53,1
"55933",55933,2,1,3,2,1,1,-1,2,1,2,1,1,2,1,1,10,840,2,43,3,5,840002,64,1
"55934",55934,2,4,1,4,1,1,1,2,1,2,1,1,3,1,1,8,840,1,58,2,4,840002,64,3
"55935",55935,2,4,4,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,39,9,5,840002,53,1
"55936",55936,2,3,4,2,1,1,1,2,1,1,1,1,1,1,1,10,840,1,38,9,1,840002,-2,1
"55937",55937,2,3,3,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,38,8,1,840002,64,3
"55938",55938,2,4,4,2,1,1,1,2,1,2,1,1,1,1,1,8,840,2,74,3,4,840002,62,5
"55939",55939,2,4,3,3,1,1,1,2,1,5,2,2,1,1,2,1,840,2,58,3,1,840002,64,3
"55940",55940,1,3,4,3,1,1,1,2,1,1,1,1,2,1,1,10,840,2,68,8,4,840002,62,5
"55941",55941,1,1,2,2,1,1,1,2,3,4,2,1,2,1,1,10,840,2,20,3,1,840002,53,6
"55942",55942,2,4,5,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,34,8,5,840002,62,1
"55943",55943,2,4,2,4,1,1,1,2,1,2,1,1,1,1,1,10,840,1,38,9,1,840005,64,1
"55944",55944,3,4,4,4,1,1,1,2,1,7,1,2,2,2,2,6,840,2,28,9,1,840002,64,6
"55945",55945,2,3,2,3,1,1,1,2,1,3,1,1,2,1,2,8,840,1,64,3,4,840002,64,1
"55946",55946,2,4,2,4,1,1,2,2,1,3,1,1,1,1,2,5,840,2,65,8,5,840002,52,1
"55947",55947,3,2,2,2,1,1,1,2,6,1,1,1,1,1,1,10,840,1,27,3,1,840003,53,6
"55948",55948,2,4,4,2,1,1,1,2,2,7,2,1,1,1,3,9,840,2,49,9,2,840002,62,1
"55949",55949,2,2,4,4,1,1,1,2,1,2,1,1,1,1,1,10,840,2,64,9,4,840002,64,5
"55950",55950,3,5,2,4,1,-1,2,1,2,7,2,1,1,2,3,2,840,1,70,9,4,840002,0,2
"55951",55951,2,2,2,2,1,1,1,2,3,2,1,1,1,1,1,10,840,1,49,9,1,840002,64,1
"55952",55952,2,3,2,2,1,1,1,2,1,4,2,1,1,1,1,10,840,2,60,3,2,840002,64,1
"55953",55953,3,4,2,3,1,-1,-1,1,2,6,2,1,2,1,3,7,840,1,78,8,4,840002,0,6
"55954",55954,2,3,1,5,1,1,1,2,1,6,2,1,1,1,1,10,840,2,61,9,7,840002,64,2
"55955",55955,2,3,2,3,1,1,1,2,3,2,1,1,2,1,2,8,840,2,40,6,2,840002,64,1
"55956",55956,2,3,2,3,1,1,1,2,6,4,1,2,2,1,1,8,840,1,24,8,2,840002,64,6
"55957",55957,3,3,4,2,1,1,-1,2,1,7,2,1,2,2,3,3,840,2,41,5,2,840002,64,1
"55958",55958,2,2,4,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,56,9,2,840002,64,1
"55959",55959,2,3,2,3,1,1,1,2,1,2,1,1,2,1,2,10,840,2,45,9,2,840002,64,1
"55960",55960,2,3,5,1,1,1,1,2,1,6,2,1,1,1,2,10,840,1,35,8,3,840002,64,6
"55961",55961,2,1,2,1,1,1,1,2,1,4,2,1,2,1,2,3,840,1,51,5,1,840002,64,1
"55962",55962,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,10,840,2,57,8,4,840003,62,5
"55963",55963,3,3,2,2,1,1,1,2,1,7,2,1,3,1,2,10,840,2,59,3,1,840002,0,1
"55964",55964,3,4,3,3,1,1,2,2,1,6,2,1,2,1,2,7,840,1,64,3,1,840002,64,1
"55965",55965,1,2,4,1,1,1,1,2,9,2,1,1,2,1,1,10,840,1,51,9,1,840003,62,1
"55966",55966,2,5,4,4,1,1,1,1,4,4,1,1,1,1,2,9,840,1,31,9,3,840002,64,6
"55967",55967,2,5,1,5,1,1,2,2,5,7,2,1,2,1,3,7,840,2,23,6,2,840002,64,6
"55968",55968,1,3,4,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,49,9,3,840002,64,1
"55969",55969,1,3,3,3,1,1,1,2,-1,6,2,1,-1,1,1,10,840,2,32,8,1,840002,-2,2
"55970",55970,3,4,3,4,1,1,1,2,1,3,1,1,1,1,3,8,840,1,36,9,1,840002,62,1
"55971",55971,1,1,3,2,1,1,1,2,7,2,1,1,2,1,1,10,840,2,56,3,5,840002,-2,1
"55972",55972,3,3,4,2,1,1,1,2,5,7,2,1,1,1,4,10,840,1,50,9,1,840005,0,1
"55973",55973,2,1,3,1,1,1,1,2,3,2,2,1,2,1,1,10,840,2,57,5,4,840002,64,1
"55974",55974,1,3,3,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,18,5,6,840003,53,6
"55975",55975,2,4,1,4,2,2,2,-1,1,2,1,1,2,2,2,1,840,1,55,9,1,840002,62,1
"55976",55976,2,4,1,4,1,1,1,2,5,3,1,1,3,1,2,8,840,1,51,8,1,840002,64,1
"55977",55977,2,3,4,2,1,1,1,2,1,2,1,1,2,1,1,10,840,1,42,9,6,840002,64,6
"55978",55978,1,3,3,2,1,1,1,2,1,4,1,1,1,1,1,10,840,1,42,8,1,840002,64,1
"55979",55979,2,3,1,3,1,1,1,2,3,3,1,1,2,1,2,8,840,1,51,5,1,840002,64,3
"55980",55980,1,2,2,4,1,1,2,2,1,6,2,1,1,2,2,4,840,1,34,6,1,840003,0,4
"55981",55981,2,5,1,5,1,1,1,2,1,3,1,1,1,1,2,5,840,2,43,9,5,840002,53,1
"55982",55982,2,5,2,4,-1,1,1,2,2,4,2,2,2,2,2,6,840,2,49,9,4,840002,42,1
"55983",55983,2,4,2,3,1,1,1,2,1,4,2,1,3,1,2,10,840,2,49,9,5,840002,42,1
"55984",55984,-1,4,2,2,1,1,1,2,1,3,2,1,1,1,1,10,840,2,35,2,1,840003,0,2
"55985",55985,1,4,2,2,1,1,1,2,1,3,1,1,1,1,1,10,840,2,22,3,1,840003,53,6
"55986",55986,1,4,2,4,1,1,1,2,8,2,1,1,1,1,2,8,840,1,49,9,1,840002,42,1
"55987",55987,1,1,2,2,1,1,1,2,8,3,1,1,1,1,1,10,840,1,35,6,1,840002,64,6
"55988",55988,2,4,2,5,1,1,1,2,1,4,1,1,1,1,2,6,840,2,42,9,1,840002,42,1
"55989",55989,2,3,3,3,1,1,1,2,2,4,1,2,2,2,2,6,840,2,40,9,1,840002,42,6
"55990",55990,3,4,1,4,-1,1,2,2,4,4,1,2,2,2,3,5,840,1,43,7,1,840002,42,1
"55991",55991,1,4,3,3,1,2,1,2,1,1,1,1,1,1,1,10,840,2,32,8,1,840003,53,1
"55992",55992,2,3,1,3,1,1,2,2,6,5,2,1,3,2,2,5,840,1,22,8,2,840002,42,6
"55993",55993,1,1,1,1,1,1,1,2,5,2,1,1,1,1,1,10,840,1,28,9,1,840002,64,6
"55994",55994,2,4,2,5,1,1,1,2,1,3,1,1,3,1,2,10,840,2,33,9,3,840002,64,1
"55995",55995,4,5,1,5,2,1,2,2,4,7,2,1,2,-1,3,3,840,2,21,9,6,840002,42,6
"55996",55996,2,2,2,3,1,1,2,2,3,7,2,2,2,2,2,6,840,1,22,5,2,840002,42,6
"55997",55997,1,4,1,4,1,2,1,2,2,3,1,2,2,2,2,6,840,2,42,9,1,840002,42,1
"55998",55998,2,3,2,3,2,1,2,2,1,7,2,2,2,2,3,2,840,2,23,9,7,840002,42,6
"55999",55999,-1,4,2,4,1,1,1,2,1,3,1,1,1,1,1,10,840,1,51,9,1,840003,64,1
"56000",56000,1,4,2,-1,1,1,1,2,1,2,2,1,1,1,1,10,840,2,65,3,7,840002,64,1
"56001",56001,2,5,2,4,1,1,1,2,1,4,2,1,1,1,1,9,840,1,24,3,1,840002,64,6
"56002",56002,3,4,2,-1,-1,-1,2,1,1,7,2,2,2,2,4,1,840,2,21,8,1,840002,0,6
"56003",56003,4,5,4,3,1,1,1,2,10,4,1,1,2,1,2,6,840,2,52,9,1,840002,42,4
"56004",56004,1,1,4,1,1,1,1,2,3,2,1,1,2,1,1,10,840,2,44,8,1,840002,64,3
"56005",56005,2,3,3,3,1,1,1,2,7,3,1,1,2,2,3,7,840,2,30,3,5,840002,62,1
"56006",56006,1,4,2,3,1,1,1,2,1,3,1,1,2,1,2,10,840,2,34,7,5,840002,64,1
"56007",56007,2,1,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,31,3,1,840002,62,3
"56008",56008,3,3,2,4,2,1,2,2,2,4,2,2,1,2,3,2,840,2,23,9,1,840002,64,4
"56009",56009,3,3,2,2,1,1,2,2,3,7,2,2,2,2,3,3,840,2,57,9,2,840002,42,2
"56010",56010,2,4,4,4,-1,1,2,2,1,7,2,2,2,2,4,1,840,2,51,6,5,840002,0,1
"56011",56011,2,1,3,2,1,1,1,2,1,7,2,1,1,1,1,10,840,2,46,3,8,840002,0,1
"56012",56012,3,5,1,5,2,2,2,2,5,2,1,1,1,2,3,1,840,2,40,7,2,840002,53,1
"56013",56013,1,3,3,3,1,1,1,2,1,2,1,1,-1,1,1,9,840,1,28,9,1,840002,53,1
"56014",56014,1,1,3,3,1,1,1,2,10,4,1,1,1,1,1,10,840,2,49,6,1,840002,64,1
"56015",56015,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,58,9,2,840002,62,1
"56016",56016,2,2,4,3,1,1,1,2,2,2,1,1,1,1,1,10,840,2,71,6,4,840002,64,3
"56017",56017,4,5,1,5,1,1,2,2,1,4,2,1,1,2,3,3,840,2,65,9,4,840002,42,3
"56018",56018,2,4,2,5,1,1,-1,2,1,7,2,1,2,2,3,7,840,1,61,6,4,840002,42,1
"56019",56019,2,3,2,3,1,1,1,2,3,3,2,1,2,1,2,7,840,2,53,5,5,840002,62,1
"56020",56020,1,2,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,38,8,5,840002,64,1
"56021",56021,1,4,2,3,1,1,1,2,1,6,2,1,1,1,1,10,840,1,25,7,1,840003,0,6
"56022",56022,2,3,1,4,1,1,1,2,1,1,1,1,3,1,1,8,840,2,43,8,3,840002,42,1
"56023",56023,3,3,3,3,1,1,1,2,1,4,1,1,3,-1,2,6,840,2,19,9,2,840002,64,6
"56024",56024,4,5,1,5,2,1,2,1,10,7,2,1,1,3,4,1,840,1,49,5,4,840002,42,3
"56025",56025,2,3,2,2,1,1,1,2,9,6,2,1,2,1,1,8,840,2,45,5,1,840002,42,1
"56026",56026,3,4,4,4,1,1,2,2,2,6,2,2,3,2,3,4,840,2,48,9,1,840002,42,2
"56027",56027,1,4,1,4,1,1,1,2,1,4,1,1,1,1,2,10,840,2,67,5,4,840002,64,5
"56028",56028,2,4,2,4,1,1,1,2,5,2,1,1,1,1,2,9,840,2,72,9,4,840002,64,5
"56029",56029,2,5,4,3,1,1,1,2,2,3,1,1,2,1,1,10,840,2,32,7,2,840002,62,1
"56030",56030,3,4,3,4,1,1,1,2,2,6,2,1,2,1,2,10,840,2,39,9,1,840002,42,1
"56031",56031,3,3,2,4,2,1,2,1,5,7,2,2,2,2,4,1,840,2,47,9,1,840002,0,3
"56032",56032,2,5,4,5,1,1,2,2,3,5,2,1,1,1,2,7,840,2,42,9,2,840002,42,1
"56033",56033,1,1,5,1,1,1,-1,2,6,3,1,1,2,1,1,10,840,2,45,8,1,840002,53,1
"56034",56034,1,3,3,3,1,1,1,2,1,4,2,1,-1,1,2,10,840,1,18,8,2,840002,64,6
"56035",56035,4,1,3,3,1,1,1,2,1,1,1,1,1,1,1,10,840,2,50,8,2,840002,53,1
"56036",56036,1,4,2,4,1,1,1,2,1,2,2,1,1,1,1,8,840,2,36,8,7,840002,64,1
"56037",56037,2,1,4,2,1,1,1,2,1,4,1,1,2,-1,1,10,840,2,39,3,1,840002,42,3
"56038",56038,2,4,1,5,1,1,-1,2,7,7,2,1,3,2,3,3,840,1,24,8,1,840002,64,6
"56039",56039,4,3,1,4,2,2,2,2,5,7,2,2,4,3,4,1,840,1,25,6,1,840002,0,6
"56040",56040,2,2,4,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,50,8,8,840002,62,3
"56041",56041,3,5,1,5,1,1,1,2,1,7,2,1,1,2,4,5,840,1,67,9,4,840002,62,1
"56042",56042,2,3,2,3,1,1,1,2,1,2,1,1,2,1,1,10,840,1,40,9,1,840002,62,1
"56043",56043,2,2,2,2,1,1,1,2,1,3,1,2,4,1,1,10,840,2,82,4,4,840002,62,1
"56044",56044,2,4,1,3,1,1,1,2,2,3,2,2,1,2,3,6,840,2,25,9,1,840002,62,6
"56045",56045,2,4,4,4,1,1,1,2,4,5,2,1,1,2,3,3,840,2,20,9,6,840002,0,6
"56046",56046,2,3,2,2,1,1,1,2,1,1,1,1,3,1,1,10,840,2,63,8,1,840002,62,1
"56047",56047,3,4,2,4,1,1,2,2,1,7,1,1,1,2,1,10,840,1,49,7,1,840002,0,6
"56048",56048,3,4,2,1,1,1,1,2,10,7,2,2,1,1,2,5,840,1,26,9,1,840002,0,2
"56049",56049,2,3,3,3,1,1,1,2,3,5,2,1,2,1,3,5,840,1,24,6,1,840002,62,1
"56050",56050,2,3,3,2,1,1,1,2,7,2,1,1,2,1,1,10,840,2,37,9,1,840002,62,3
"56051",56051,2,4,1,3,1,1,1,2,5,2,1,1,1,1,2,10,840,1,31,8,1,840003,62,1
"56052",56052,2,2,4,4,1,1,1,2,1,4,2,2,1,1,2,8,840,1,62,3,4,840002,62,1
"56053",56053,4,4,1,4,1,2,2,1,6,7,2,2,2,2,4,5,840,1,45,3,2,840002,0,2
"56054",56054,1,4,4,2,1,1,1,2,3,2,2,1,2,1,2,8,840,1,79,3,4,840002,64,1
"56055",56055,1,3,2,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,65,3,2,840002,0,1
"56056",56056,1,5,1,2,1,1,1,2,2,4,2,1,2,1,2,10,840,2,35,6,1,840002,62,3
"56057",56057,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,10,840,1,35,3,1,840003,53,6
"56058",56058,1,1,4,2,1,1,1,2,8,2,1,1,2,1,2,8,840,1,41,9,1,840002,64,1
"56059",56059,2,4,2,4,1,1,1,1,1,7,2,1,1,1,3,10,840,1,33,5,1,840002,64,1
"56060",56060,4,5,3,5,2,2,2,2,1,7,2,2,3,2,4,1,840,1,52,9,4,840002,-2,1
"56061",56061,2,1,3,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,38,8,5,840002,62,1
"56062",56062,2,3,2,2,1,1,1,2,1,5,2,1,1,1,1,10,840,2,36,2,7,840002,62,4
"56063",56063,1,3,1,3,1,1,1,2,1,2,1,1,2,1,1,10,840,1,69,9,4,840002,64,3
"56064",56064,3,3,3,2,1,2,2,2,1,2,1,1,2,1,1,9,840,1,37,9,1,840002,64,1
"56065",56065,1,1,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,25,8,6,840002,-2,6
"56066",56066,3,5,1,5,1,1,1,2,1,7,2,2,2,2,4,3,840,1,29,9,7,840002,0,6
"56067",56067,1,1,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,22,8,1,840003,53,1
"56068",56068,2,4,2,4,1,1,1,2,1,2,1,1,2,1,2,8,840,2,40,8,2,840002,64,1
"56069",56069,2,1,-1,-1,1,1,1,2,1,3,1,1,1,1,1,10,840,2,24,8,1,840002,-2,1
"56070",56070,3,3,4,4,1,1,1,2,6,3,1,1,1,1,2,7,840,1,45,9,1,840002,64,1
"56071",56071,1,1,1,1,1,1,1,2,10,1,1,1,2,1,1,10,840,2,42,5,2,840002,62,1
"56072",56072,1,2,4,2,1,1,1,2,1,1,1,1,2,1,1,10,840,2,39,9,1,840003,53,1
"56073",56073,2,4,4,2,1,1,1,2,2,1,1,1,1,1,1,10,840,2,51,-1,2,840002,53,3
"56074",56074,2,3,3,3,1,1,1,2,1,5,1,-1,3,1,4,10,840,2,18,5,1,840002,0,6
"56075",56075,4,5,1,3,1,1,1,2,1,7,2,2,3,-1,-1,5,840,2,29,3,2,840002,0,1
"56076",56076,4,3,1,5,1,2,1,2,1,1,1,1,1,1,1,10,840,2,53,5,1,840002,53,1
"56077",56077,2,1,4,1,1,1,1,2,1,2,1,1,2,1,1,8,840,2,51,8,2,840002,53,1
"56078",56078,2,2,4,2,1,1,1,2,1,2,1,1,1,1,1,8,840,2,34,9,1,840002,53,1
"56079",56079,1,4,5,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,51,8,1,840002,62,1
"56080",56080,3,2,4,2,1,1,1,2,5,3,1,1,2,1,1,10,840,2,65,5,1,840002,62,1
"56081",56081,2,2,4,2,1,1,1,2,2,1,1,1,1,1,1,10,840,2,24,9,1,840003,53,1
"56082",56082,2,2,4,2,1,1,1,2,1,1,1,1,1,1,1,10,840,1,57,9,7,840002,62,3
"56083",56083,1,1,4,1,1,1,1,2,2,1,1,1,1,1,1,10,840,2,62,5,5,840002,62,1
"56084",56084,1,3,4,2,1,1,1,2,1,7,2,1,1,1,1,10,840,1,23,8,1,840002,64,6
"56085",56085,3,2,2,2,1,1,1,1,1,7,2,1,1,1,3,8,840,2,37,5,5,840002,0,2
"56086",56086,1,3,3,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,58,9,1,840002,64,1
"56087",56087,1,2,3,2,1,1,1,2,3,7,2,1,1,1,2,10,840,2,46,7,-1,840002,53,1
"56088",56088,2,3,3,3,1,1,1,2,6,7,2,1,2,1,2,10,840,1,20,4,1,840002,-2,6
"56089",56089,4,1,5,2,1,1,1,1,9,2,1,1,1,1,1,7,840,1,21,8,1,840003,42,6
"56090",56090,1,3,5,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,50,9,2,840002,62,1
"56091",56091,2,2,1,3,1,1,1,2,5,7,2,1,2,1,2,10,840,2,30,8,3,840002,0,2
"56092",56092,3,2,2,3,1,1,1,2,3,7,2,1,1,1,2,10,840,2,57,8,1,840002,62,3
"56093",56093,2,4,3,3,2,2,2,2,1,7,2,1,2,2,4,1,840,1,52,7,1,840002,0,1
"56094",56094,1,3,3,3,1,1,1,2,1,2,2,1,2,1,2,9,840,2,36,8,1,840002,64,1
"56095",56095,1,1,-1,-1,1,1,1,1,8,7,2,1,2,-1,1,10,840,2,22,5,1,840002,0,6
"56096",56096,3,4,2,4,1,2,2,2,1,4,1,2,2,2,3,9,840,2,39,9,1,840002,42,4
"56097",56097,2,1,1,3,1,1,1,2,1,6,2,1,2,1,2,10,840,2,67,8,4,840002,64,3
"56098",56098,3,3,2,4,1,1,2,-1,4,4,2,1,3,2,3,4,840,1,54,9,4,840002,64,3
"56099",56099,3,3,1,5,1,1,1,2,2,7,2,1,2,2,2,9,840,2,45,9,5,840002,42,1
"56100",56100,3,1,1,2,1,1,1,2,1,4,1,1,2,1,3,8,840,1,49,9,1,840002,62,1
"56101",56101,1,4,4,3,1,1,1,2,1,1,1,1,3,1,1,10,840,1,25,8,1,840002,62,1
"56102",56102,1,4,3,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,62,3,2,840003,62,3
"56103",56103,2,3,3,3,1,1,1,2,1,5,2,1,2,1,3,6,840,2,42,5,1,840002,62,3
"56104",56104,1,4,2,4,1,1,1,2,3,3,1,1,2,1,2,9,840,2,28,5,1,840002,64,3
"56105",56105,2,2,2,2,1,1,1,2,1,3,2,1,2,1,1,10,840,2,28,5,1,840003,53,1
"56106",56106,1,4,3,2,1,1,2,2,1,2,1,1,1,2,2,7,840,2,39,8,5,840002,64,1
"56107",56107,2,1,2,2,1,1,1,2,1,4,1,1,1,1,1,10,840,2,31,3,1,840002,53,1
"56108",56108,1,3,4,1,1,1,1,2,1,3,1,1,1,1,1,10,840,2,53,2,5,840002,62,1
"56109",56109,2,4,2,2,1,1,1,2,1,2,2,1,2,-1,2,8,840,1,23,8,1,840002,-2,1
"56110",56110,1,5,1,2,1,1,1,2,3,4,1,1,3,1,2,10,840,1,38,5,1,840002,62,1
"56111",56111,1,5,1,2,1,1,1,2,1,3,1,1,2,1,2,10,840,1,33,7,1,840002,62,2
"56112",56112,1,2,4,1,1,1,1,1,1,2,1,1,1,1,1,10,840,2,79,5,4,840002,64,5
"56113",56113,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,45,8,1,840003,53,6
"56114",56114,2,2,3,3,1,1,1,2,1,5,2,1,1,1,1,10,840,2,40,6,1,840002,0,3
"56115",56115,3,4,3,1,1,1,1,1,5,4,1,1,1,1,1,10,840,1,38,4,7,840003,53,1
"56116",56116,1,3,4,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,49,6,1,840002,62,1
"56117",56117,2,1,2,2,1,1,1,2,1,5,2,1,1,1,2,10,840,2,29,8,7,840002,64,1
"56118",56118,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,10,840,1,48,6,8,840003,62,3
"56119",56119,1,4,4,2,1,1,1,2,5,1,1,1,1,1,1,10,840,2,55,9,1,840003,62,1
